,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.47,0.48,0.0,0.31,0.47,0.41,0.0,0.0,0.29,0.67,0.92,0.0,0.47,0.92,0.0,0.0
codepurge.csv,0.36,0.31,0.42,0.43,0.32,0.42,0.48,0.3,0.76,0.3,0.59,0.4,0.91,0.62,0.45,0.38,0.68
fontforge.csv,0.42,0.29,0.41,0.38,0.33,0.35,0.37,0.46,0.43,0.37,0.45,0.43,0.49,0.41,0.38,0.42,0.36
glas.csv,0.39,0.32,0.52,0.42,0.33,0.41,0.39,0.26,0.4,0.32,0.43,0.36,0.49,0.56,0.36,0.35,0.41
gmerlin.csv,0.0,0.28,0.41,0.34,0.0,0.31,0.35,0.0,0.38,0.0,0.34,0.39,0.42,0.4,0.0,0.45,0.48
hatari.csv,0.45,0.41,0.59,0.4,0.42,0.44,0.43,0.27,0.41,0.34,0.48,0.42,0.54,0.6,0.43,0.63,0.88
jcl.csv,0.56,0.53,0.52,0.92,0.66,0.56,0.58,0.5,0.52,0.69,0.45,0.93,0.88,0.62,0.5,0.9,0.62
ltp.csv,0.92,0.4,0.46,0.49,0.47,0.43,0.42,0.31,0.54,0.59,0.56,0.72,0.56,0.45,0.45,0.96,0.52
mia.csv,0.6,0.0,0.55,0.4,0.92,0.95,0.67,0.4,0.55,0.34,0.57,0.79,0.75,0.8,0.62,0.89,0.86
net-snmp.csv,0.46,0.62,0.67,0.43,0.95,0.93,0.89,0.3,0.39,0.42,0.58,0.48,0.47,0.61,0.71,0.75,0.42
opde.csv,0.4,0.56,0.42,0.75,0.34,0.45,0.71,0.3,0.52,0.0,0.47,0.41,0.89,0.62,0.5,0.46,0.63
oppna-program-hsatools.csv,0.36,0.39,0.38,0.37,0.36,0.45,0.43,0.28,0.42,0.35,0.43,0.41,0.69,0.96,0.35,0.41,0.53
powerfolder-.csv,0.39,0.54,0.58,0.35,0.44,0.88,0.53,0.75,0.38,0.41,0.57,0.43,0.97,0.97,0.39,0.49,0.48
qlc.csv,0.0,0.32,0.0,0.44,0.43,0.5,0.64,0.0,0.41,0.79,0.79,0.39,0.72,0.93,0.44,0.0,0.78
quantlib.csv,0.4,0.95,0.83,0.0,0.33,0.98,0.0,0.29,0.92,0.37,0.97,0.95,0.0,0.0,0.37,0.38,0.57
tcl.csv,0.53,0.41,0.56,0.41,0.43,0.53,0.49,0.0,0.65,0.46,0.55,0.48,0.52,0.77,0.0,0.89,0.46
