,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.38,0.44,0.52,0.56,0.45,0.54,0.86,0.05,0.48,0.2,0.13,0.05,0.49,0.13,0.0,0.48
galaxium.csv,0.55,0.47,0.35,0.32,0.47,0.08,0.55,0.31,0.59,0.78,0.62,0.55,0.57,0.44,0.57,0.61
hydrate.csv,0.68,0.66,0.65,0.47,0.48,0.42,0.56,0.13,0.48,0.56,0.36,0.49,0.48,0.69,0.59,0.64
ivef-sdk.csv,0.57,0.61,0.63,0.68,0.48,1.0,0.26,0.06,0.53,0.29,0.0,0.0,0.56,0.13,0.36,0.0
jmri.csv,0.44,0.28,0.64,0.2,0.18,0.62,0.55,0.63,0.54,0.33,0.42,0.37,0.46,0.17,0.24,0.31
jython.csv,0.29,0.43,0.37,0.54,0.42,0.54,0.13,0.86,0.54,0.44,0.45,0.4,0.57,0.49,0.26,0.51
kdenlive.csv,0.7,0.6,0.53,0.46,0.63,0.11,0.36,0.05,0.75,0.67,0.59,0.43,0.56,0.49,0.58,0.68
ninject.csv,0.18,0.13,0.48,0.4,0.25,0.8,0.0,0.06,0.16,0.34,0.0,0.43,0.11,0.47,0.98,0.36
ondex.csv,0.5,0.38,0.58,0.48,0.22,0.11,0.24,0.23,0.38,0.24,0.63,0.28,0.6,0.13,0.44,0.39
opentibia.csv,0.31,0.69,0.43,0.41,0.5,0.04,0.37,0.17,0.0,0.17,0.41,0.23,0.46,0.42,0.45,0.6
runuomondains.csv,0.5,0.38,0.57,0.2,0.22,0.17,0.45,0.78,0.54,0.45,0.77,0.41,0.31,0.2,0.45,0.44
somap.csv,0.3,0.3,0.51,0.47,0.51,0.0,0.58,0.0,0.0,0.33,0.27,0.88,0.32,0.21,0.52,0.0
taverna.csv,0.45,0.48,0.4,0.2,0.71,0.07,0.68,0.29,0.27,0.37,0.51,0.38,0.54,0.29,0.0,0.34
tigermud.csv,0.38,0.34,0.44,0.09,0.48,0.01,0.31,0.28,0.12,0.57,0.53,0.61,0.44,0.68,0.79,0.49
unbvision.csv,0.63,0.51,0.48,0.46,0.36,0.0,0.42,0.86,0.78,0.57,0.72,0.17,0.63,0.41,0.91,0.72
x-ray-mule.csv,0.23,0.2,0.17,0.82,0.53,0.0,0.14,0.06,0.46,0.34,0.0,0.51,0.45,0.46,0.23,0.07
