,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.36,0.16,0.06,0.47,0.32,0.53,0.04,0.08,0.29,0.46,0.26,0.48,0.25,0.08,0.03,0.51
bdbbasic.csv,0.48,0.13,0.03,0.51,0.19,0.5,0.04,0.1,0.73,0.79,0.39,0.58,0.62,0.33,0.05,0.51
crux-framework.csv,0.31,0.31,0.16,0.38,0.14,0.35,0.59,0.24,0.32,0.28,0.26,0.49,0.01,0.44,0.3,0.12
echongl.csv,0.45,0.18,0.07,0.57,0.41,0.41,0.35,0.37,0.56,0.87,0.49,0.56,0.84,0.64,0.04,0.44
etherboot.csv,0.23,0.52,0.0,0.1,0.44,0.39,0.25,0.6,0.45,0.0,0.33,0.21,0.79,0.0,0.1,0.66
freebios.csv,0.31,0.16,0.05,0.54,0.33,0.15,0.76,0.47,0.29,0.6,0.22,0.58,0.61,0.25,0.07,0.27
gebr.csv,0.46,0.25,0.07,0.68,0.43,0.48,0.66,0.81,0.44,0.84,0.31,0.86,0.87,0.73,0.05,0.64
glelite.csv,0.5,0.26,0.08,0.66,0.42,0.5,0.65,0.77,0.44,0.83,0.29,0.81,0.98,0.74,0.06,0.61
gnukeda.csv,0.46,0.3,0.06,0.78,0.41,0.56,0.33,0.61,0.31,0.57,0.24,0.85,0.68,0.2,0.04,0.63
google-gears.csv,0.54,0.26,0.08,0.53,0.43,0.49,0.55,0.81,0.45,0.83,0.31,0.77,0.94,0.74,0.09,0.65
gstreamer.csv,0.5,0.21,0.04,0.6,0.39,0.48,0.46,0.66,0.47,0.77,0.33,0.75,0.75,0.74,0.06,0.64
jnode.csv,0.0,0.27,0.25,0.46,0.0,0.0,0.21,0.38,0.24,0.15,0.15,0.18,0.0,0.05,0.08,0.14
metacosm.csv,0.4,0.23,0.08,0.46,0.15,0.43,0.19,0.55,0.25,0.39,0.35,0.47,0.51,0.4,0.06,0.72
openmeetings.csv,0.55,0.62,0.12,0.39,0.44,0.5,0.08,0.57,0.41,0.69,0.31,0.44,0.56,0.55,0.1,0.55
tradelink.csv,0.23,0.29,0.09,0.53,0.24,0.44,0.58,0.75,0.54,0.83,0.44,0.37,0.73,0.69,0.02,0.59
wxcrp.csv,0.53,0.25,0.08,0.55,0.42,0.48,0.32,0.84,0.42,0.76,0.24,0.65,0.98,0.66,0.03,0.61
