,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.7,0.82,0.83,0.68,0.73,0.51,0.98,0.96,0.8,0.79,0.84,0.69,1.08,0.96,0.85,0.71
bdbbasic.csv,0.6,0.85,0.93,0.66,0.86,0.59,0.98,0.95,0.25,0.9,0.64,0.59,0.64,0.8,0.76,0.76
crux-framework.csv,0.77,0.6,0.81,0.8,0.91,0.92,0.79,0.88,0.78,0.83,0.8,0.7,0.99,0.71,0.13,0.94
echongl.csv,0.59,0.8,0.92,0.64,0.76,0.7,0.78,0.78,0.46,0.26,0.42,0.69,0.72,0.58,0.85,0.76
etherboot.csv,0.84,0.42,1.0,0.95,0.57,0.71,0.86,0.58,0.64,1.0,0.95,0.88,0.75,1.0,0.5,0.78
freebios.csv,0.86,0.84,0.84,0.79,0.71,0.9,0.34,1.01,0.83,0.58,0.87,0.86,0.65,0.91,0.72,0.83
gebr.csv,0.96,1.0,0.97,0.97,0.84,0.98,1.0,0.34,1.0,1.0,0.95,0.84,0.7,0.99,1.0,1.0
glelite.csv,0.76,0.95,0.98,0.95,0.94,0.85,0.89,0.5,1.0,1.0,0.88,0.75,0.03,0.97,0.94,0.97
gnukeda.csv,0.83,0.58,0.79,0.35,0.81,0.47,0.84,0.56,0.75,0.92,0.76,0.89,1.11,0.89,0.88,0.97
google-gears.csv,0.56,0.78,0.7,0.62,0.74,0.97,0.92,0.82,0.94,0.97,0.69,0.45,1.0,0.6,0.53,0.94
gstreamer.csv,0.68,0.97,0.91,0.58,0.79,0.86,0.94,0.5,0.8,0.83,0.69,0.64,0.77,0.41,0.93,1.0
jnode.csv,1.0,0.67,0.27,0.69,1.0,1.0,0.88,0.82,0.84,0.92,0.9,0.9,1.0,0.98,0.7,0.93
metacosm.csv,0.69,0.7,0.71,0.69,0.89,0.7,0.9,0.61,0.84,0.88,0.61,0.69,0.93,0.74,0.73,0.37
openmeetings.csv,0.48,0.19,0.52,0.75,0.68,0.54,0.96,0.6,0.63,0.76,0.68,0.73,0.61,0.6,0.46,0.58
tradelink.csv,0.85,0.6,0.62,0.64,0.81,0.8,0.63,0.51,0.47,0.39,0.47,0.78,0.78,0.84,0.96,0.92
wxcrp.csv,0.49,0.93,0.98,0.87,1.0,0.63,0.8,1.0,0.61,0.61,0.76,0.65,0.67,0.53,0.87,0.91
