,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.31,0.12,0.03,0.67,0.26,0.5,0.5,1.0,0.44,0.67,0.75,0.85,0.92,0.8,0.02,0.47
bdbbasic.csv,0.36,0.09,0.02,0.61,0.19,0.39,0.5,1.0,0.68,0.72,0.41,0.91,0.99,0.91,0.02,0.44
crux-framework.csv,0.26,0.23,0.14,0.48,0.33,0.25,0.49,0.67,0.24,0.81,0.33,0.8,1.0,0.65,0.18,0.29
echongl.csv,0.38,0.14,0.04,0.6,0.28,0.32,0.5,1.0,0.43,0.92,0.38,0.77,0.98,0.66,0.02,0.43
etherboot.csv,0.42,0.46,0.0,1.0,0.39,0.58,0.88,0.85,0.58,0.0,0.2,0.82,0.98,0.0,0.05,0.51
freebios.csv,0.22,0.15,0.03,0.51,0.26,0.25,0.76,0.56,0.22,0.87,0.15,0.69,0.99,0.38,0.04,0.5
gebr.csv,0.3,0.14,0.04,0.54,0.28,0.32,0.49,0.9,0.28,0.72,0.19,0.78,0.98,0.58,0.03,0.47
glelite.csv,0.34,0.15,0.04,0.53,0.27,0.34,0.5,0.82,0.28,0.72,0.18,0.78,1.0,0.58,0.03,0.45
gnukeda.csv,0.31,0.19,0.03,0.78,0.27,0.49,0.38,0.87,0.38,0.63,0.18,0.77,0.96,0.62,0.02,0.46
google-gears.csv,0.39,0.16,0.04,0.68,0.29,0.32,0.44,0.74,0.29,0.72,0.21,0.87,0.98,0.66,0.05,0.48
gstreamer.csv,0.35,0.12,0.02,0.65,0.26,0.33,0.39,0.91,0.32,0.73,0.22,0.8,0.98,0.77,0.03,0.47
jnode.csv,0.0,0.22,0.14,0.64,0.0,0.0,0.75,0.65,0.5,0.8,0.29,0.75,0.0,0.42,0.04,1.0
metacosm.csv,0.53,0.14,0.04,0.64,0.18,0.79,0.4,0.95,0.6,0.59,0.24,0.9,0.96,0.79,0.03,0.73
openmeetings.csv,0.51,0.46,0.06,0.83,0.3,0.47,0.5,1.0,0.4,0.72,0.27,0.81,1.0,0.78,0.06,0.58
tradelink.csv,0.38,0.18,0.05,0.62,0.25,0.31,0.54,0.81,0.42,0.86,0.32,0.8,0.98,0.58,0.01,0.45
wxcrp.csv,0.49,0.14,0.04,0.49,0.27,0.37,0.46,0.72,0.34,0.78,0.19,0.79,0.99,0.7,0.02,0.46
