,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.39,0.28,0.66,0.22,0.43,0.26,0.02,0.0,0.1,0.45,0.01,0.19,0.67,0.01,0.53,0.55
bdbbasic.csv,0.55,0.36,0.3,0.34,0.28,0.49,0.02,0.0,0.14,0.89,0.13,0.14,0.33,0.03,0.36,0.65
crux-framework.csv,0.47,0.25,0.05,0.41,0.07,0.82,0.75,0.18,0.57,0.11,0.1,0.27,0.0,0.25,0.13,0.16
echongl.csv,0.37,0.22,0.91,0.44,0.72,0.55,0.25,0.0,0.41,0.18,0.27,0.41,0.67,0.44,0.78,0.52
etherboot.csv,0.09,0.11,0.0,0.0,0.28,0.1,0.02,0.21,0.1,0.0,0.95,0.08,0.67,0.0,0.5,0.77
freebios.csv,0.69,0.17,0.38,0.66,0.46,0.15,0.24,0.82,0.59,0.18,0.69,0.7,0.33,0.41,0.72,0.16
gebr.csv,0.96,1.0,0.97,0.97,0.84,0.98,1.0,0.21,1.0,1.0,0.95,0.84,0.67,0.99,1.0,1.0
glelite.csv,0.76,0.95,0.98,0.94,0.93,0.85,0.88,0.42,1.0,1.0,0.84,0.73,0.0,0.97,0.94,0.97
gnukeda.csv,0.83,0.51,0.56,0.28,0.79,0.31,0.45,0.18,0.16,0.79,0.42,0.89,1.0,0.1,0.82,0.97
google-gears.csv,0.53,0.77,0.54,0.25,0.72,0.98,0.88,0.82,0.94,0.97,0.55,0.32,1.0,0.58,0.53,0.94
gstreamer.csv,0.67,0.94,0.66,0.38,0.74,0.85,0.82,0.13,0.8,0.82,0.61,0.57,0.67,0.29,0.93,1.0
jnode.csv,0.03,0.22,0.19,0.25,0.1,0.02,0.04,0.37,0.06,0.05,0.06,0.11,0.0,0.05,0.2,0.0
metacosm.csv,0.12,0.53,0.6,0.25,0.23,0.04,0.18,0.05,0.04,0.53,0.48,0.11,0.67,0.1,0.29,0.23
openmeetings.csv,0.23,0.19,0.41,0.06,0.64,0.29,0.04,0.0,0.24,0.68,0.25,0.22,0.0,0.16,0.31,0.32
tradelink.csv,0.11,0.54,0.54,0.34,0.25,0.75,0.51,0.42,0.39,0.34,0.39,0.19,0.67,0.83,0.7,0.9
wxcrp.csv,0.25,0.93,0.98,0.78,1.0,0.54,0.27,1.0,0.39,0.55,0.32,0.46,0.67,0.38,0.56,0.9
