,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.2,0.49,0.96,0.16,0.42,0.46,0.46,0.61,0.38,0.44,0.3,0.0,0.65,0.56,0.5,0.61,0.85,0.49,0.0
fityk.csv,0.43,0.54,0.85,0.23,0.64,0.6,0.82,0.69,0.55,0.32,0.28,0.05,0.67,0.75,0.38,0.74,0.35,0.62,0.02
ivataopenportal.csv,0.43,0.54,0.85,0.16,0.77,0.74,0.84,0.81,0.48,0.48,0.38,0.0,0.71,0.75,0.44,0.64,0.79,0.8,0.02
lcfizvtop.csv,0.64,0.37,0.43,0.16,0.49,0.33,0.55,0.67,0.47,0.46,0.6,0.0,0.63,0.44,0.46,0.54,0.59,0.81,0.02
lite.csv,0.68,0.32,0.96,0.24,0.28,0.55,0.21,0.63,0.49,0.57,0.25,0.04,0.47,0.67,0.62,0.69,0.42,0.75,0.03
onotoa.csv,0.24,0.45,0.84,0.1,0.66,0.61,0.28,0.77,0.36,0.44,0.13,0.05,0.73,0.76,0.33,0.6,0.43,0.72,0.02
openwbem.csv,0.5,0.56,0.79,0.19,0.75,0.55,0.55,0.82,0.25,0.31,0.11,0.09,0.6,0.6,0.28,0.68,0.16,0.71,0.02
orc.csv,0.08,0.45,0.61,0.48,0.15,0.42,0.64,0.35,0.4,0.3,0.41,0.0,0.0,0.54,0.43,0.41,0.27,0.0,0.0
plato.csv,0.41,0.53,0.99,0.17,0.8,0.68,0.87,0.88,0.46,0.52,0.32,0.03,0.71,0.84,0.4,0.8,0.79,0.81,0.02
rodin-b-sharp.csv,0.69,0.11,0.5,0.39,0.21,0.28,0.7,0.39,0.3,0.8,0.23,0.0,0.0,0.49,0.0,0.17,0.52,0.35,0.0
ta3d.csv,0.56,0.16,0.04,0.08,0.38,0.08,0.05,0.3,0.0,0.08,0.17,0.0,0.0,0.38,0.1,0.08,0.11,0.71,0.03
tycho.csv,0.12,0.47,0.68,0.21,0.53,0.56,0.52,0.76,0.13,0.31,0.27,0.1,0.8,0.64,0.47,0.48,0.32,0.61,0.04
umber.csv,0.82,0.56,0.84,0.19,0.62,0.52,0.9,0.75,0.51,0.55,0.34,0.04,0.09,0.77,0.36,0.78,0.79,0.71,0.0
vienna-add-in.csv,0.45,0.37,0.72,0.14,0.74,0.6,0.53,0.77,0.24,0.28,0.0,0.06,0.64,0.78,0.38,0.49,0.3,0.65,0.0
wpdev.csv,0.41,0.53,1.0,0.19,0.78,0.68,0.91,0.89,0.46,0.53,0.31,0.04,0.72,0.84,0.43,0.8,0.71,0.8,0.02
xcmetadataservicestoolkit.csv,0.62,0.37,0.74,0.25,0.61,0.64,0.44,0.49,0.18,0.63,0.06,0.04,0.16,0.81,0.26,0.45,0.28,0.82,0.02
yarp0.csv,0.21,0.46,0.66,0.23,0.4,0.33,0.8,0.5,0.56,0.68,0.37,0.0,0.0,0.63,0.53,0.56,0.72,0.64,0.0
