,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.19,0.46,0.0,0.47,0.33,0.39,0.36,0.47,0.51,0.52,0.54,0.0,0.0,0.46,0.69,0.41,0.82,0.42,0.0
fityk.csv,0.33,0.3,0.78,0.65,0.31,0.42,0.69,0.55,0.74,0.4,0.47,0.69,0.64,0.39,0.5,0.67,0.29,0.54,0.3
ivataopenportal.csv,0.55,0.62,0.68,0.23,0.45,0.74,0.57,0.38,0.6,0.42,0.62,0.0,0.0,0.49,0.27,0.48,0.73,0.52,0.13
lcfizvtop.csv,0.82,0.4,0.33,0.51,0.42,0.26,0.42,0.54,0.62,0.53,0.81,0.0,0.0,0.35,0.66,0.43,0.53,0.0,0.43
lite.csv,0.71,0.36,0.0,0.48,0.21,0.55,0.15,0.46,0.43,0.68,0.43,0.3,0.43,0.58,0.78,0.51,0.36,0.56,0.8
onotoa.csv,0.31,0.35,0.66,0.34,0.59,0.41,0.2,0.63,0.34,0.53,0.28,0.72,0.27,0.64,0.48,0.45,0.37,0.23,0.21
openwbem.csv,0.72,0.61,0.71,0.55,0.68,0.53,0.43,0.64,0.34,0.37,0.11,0.9,0.53,0.5,0.36,0.61,0.11,0.64,0.33
orc.csv,0.06,0.44,0.49,0.86,0.1,0.35,0.48,0.26,0.36,0.31,0.69,0.0,0.0,0.44,0.55,0.31,0.2,0.0,0.0
plato.csv,0.0,0.0,0.83,0.13,0.0,0.13,0.8,0.0,0.0,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0
rodin-b-sharp.csv,0.58,0.07,0.0,0.49,0.15,0.22,0.58,0.3,0.29,0.84,0.39,0.0,0.0,0.39,0.0,0.11,0.44,0.29,0.0
ta3d.csv,0.57,0.13,0.02,0.07,0.31,0.06,0.02,0.22,0.0,0.05,0.11,0.0,0.0,0.29,0.09,0.06,0.07,0.64,0.81
tycho.csv,0.18,0.55,0.51,0.42,0.45,0.55,0.41,0.56,0.14,0.38,0.4,0.92,0.79,0.53,0.61,0.4,0.24,0.53,0.84
umber.csv,0.86,0.67,0.0,0.17,0.49,0.51,0.0,0.51,0.67,0.42,0.62,0.41,0.07,0.61,0.51,0.71,0.13,0.37,0.0
vienna-add-in.csv,0.66,0.43,0.0,0.46,0.68,0.56,0.42,0.57,0.22,0.33,0.0,0.81,0.62,0.69,0.56,0.42,0.25,0.52,0.0
wpdev.csv,0.09,0.05,1.0,0.09,0.09,0.0,0.0,0.4,0.13,0.0,0.0,0.56,0.17,0.0,0.21,0.0,0.38,0.0,0.0
xcmetadataservicestoolkit.csv,0.8,0.42,0.57,0.43,0.54,0.34,0.34,0.38,0.22,0.67,0.11,0.61,0.11,0.74,0.24,0.38,0.24,0.24,0.21
yarp0.csv,0.29,0.5,0.5,0.61,0.34,0.27,0.0,0.39,0.64,0.79,0.66,0.0,0.0,0.53,0.57,0.48,0.13,0.54,0.0
