,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.74,0.32,0.21,0.51,0.37,0.45,0.74,0.57,0.43,0.44,0.37,0.41,0.46,0.5,0.29,0.21,0.99,0.3,0.62
autat.csv,0.62,0.24,0.79,0.24,0.32,0.31,0.21,0.43,0.25,0.94,0.29,0.17,0.63,0.42,0.16,0.21,0.28,0.25,0.38
brlcad.csv,0.92,0.95,0.89,0.98,0.53,0.76,0.84,0.69,0.87,0.94,0.71,0.86,0.49,0.82,0.97,0.89,0.94,0.83,0.88
delphilhlplib.csv,0.59,0.82,1.0,0.25,0.58,0.72,0.32,0.31,0.28,0.38,0.45,0.37,0.46,0.58,1.0,0.5,0.58,0.43,0.32
exordium.csv,0.64,0.77,0.45,0.1,0.95,0.69,0.26,0.35,0.26,0.56,0.55,0.27,0.83,0.32,0.1,0.23,0.18,0.55,0.2
fltk.csv,0.54,0.27,0.36,0.96,0.84,0.31,0.32,0.51,0.11,0.19,0.34,0.28,0.26,0.5,0.35,0.39,0.45,0.26,0.48
google-web-toolkit.csv,0.62,0.23,0.25,0.21,0.74,0.21,0.58,0.37,0.22,0.12,0.58,0.38,0.17,0.18,0.29,0.47,0.55,1.0,0.38
gzigzag.csv,0.36,0.34,0.19,0.16,0.21,0.9,0.53,0.45,0.39,0.12,0.16,0.5,0.46,0.42,0.23,0.11,0.07,0.21,0.32
irrlicht.csv,0.87,0.87,0.42,0.96,1.0,0.48,0.89,0.98,0.95,0.38,0.58,1.0,0.86,0.92,0.9,0.97,0.9,0.38,0.88
mimosa.csv,0.62,0.23,0.26,0.47,0.58,0.62,0.32,0.51,0.35,0.44,0.97,0.3,0.63,0.66,0.13,0.44,0.51,0.47,0.32
mptvseries.csv,0.74,0.11,0.13,0.36,0.37,0.24,1.0,0.29,0.1,0.25,0.29,0.19,0.4,0.18,0.13,0.15,0.21,0.15,0.35
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.92,0.77,0.98,0.82,0.89,0.76,0.63,0.88,0.41,0.44,0.95,0.63,0.71,0.76,0.35,1.0,0.72,0.66,0.78
qdvdauthor.csv,0.51,0.56,0.62,0.46,0.47,0.24,0.47,0.67,0.48,0.56,0.34,0.39,0.51,0.71,0.35,0.64,0.66,0.43,0.98
qse.csv,0.69,0.59,0.72,0.5,0.68,0.59,0.37,0.92,0.23,0.5,0.39,0.49,0.94,0.68,0.65,0.33,0.43,0.44,0.38
sauerbraten.csv,0.95,0.36,0.21,0.41,0.42,0.45,0.11,0.29,0.17,0.06,0.34,0.37,0.57,0.24,0.26,0.27,0.24,0.21,0.1
toped.csv,0.82,0.34,0.28,0.45,0.58,0.28,0.74,0.98,0.4,0.38,0.63,0.57,0.91,0.16,0.74,0.5,0.42,0.31,0.3
truevision.csv,0.82,0.66,0.81,0.3,0.74,0.86,0.42,0.69,0.19,0.69,0.63,0.36,0.51,0.95,0.48,0.56,0.36,0.7,0.38
zoolib.csv,0.54,0.06,0.02,0.24,0.16,0.14,0.11,0.16,0.06,0.19,0.16,0.25,0.23,0.13,0.81,0.2,0.15,0.16,0.08
