,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.79,1.0,0.99,0.89,0.91,0.03,0.7,0.93,0.98,0.63,1.0,0.87,0.85,0.58,1.01,0.86,0.74,0.65,0.82,1.0
cuberok.csv,0.69,0.48,0.79,1.03,0.76,0.93,0.68,0.75,0.77,0.05,0.8,0.7,0.6,1.01,0.73,0.68,0.66,0.88,0.82,0.88
emisview.csv,0.68,0.8,0.99,0.97,0.9,0.94,0.0,0.76,1.0,0.95,1.0,0.86,0.94,1.0,1.0,0.83,0.7,1.0,0.97,1.0
jas.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.83,0.99,1.0,0.81,1.0,0.95,1.0,0.0,1.0,1.0,1.0,0.93,1.01
jatlas.csv,0.9,0.0,0.98,0.86,1.0,0.94,0.96,0.86,0.95,1.0,1.0,1.0,0.99,1.0,1.0,0.94,0.96,0.87,1.0,1.0
javaprofiler.csv,0.78,0.37,0.59,0.75,0.84,0.77,0.6,0.7,0.57,0.85,0.4,0.64,0.71,1.07,0.47,0.57,0.75,0.92,0.01,0.87
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0
jgossipforum.csv,1.0,1.0,1.0,1.0,0.98,1.01,1.0,0.96,0.92,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jrefactory.csv,0.47,0.75,0.75,0.99,0.02,1.03,0.71,0.86,0.49,0.74,0.88,0.62,0.6,0.61,0.99,0.52,0.64,0.47,0.78,0.84
kdenlive.csv,0.04,0.82,0.77,1.01,0.78,0.9,0.96,0.79,0.92,0.59,0.44,0.74,0.73,1.02,1.01,0.73,0.58,0.66,0.85,0.84
m-m-m.csv,0.67,0.6,0.0,0.59,0.57,0.63,0.56,0.76,0.62,0.76,0.93,0.78,0.58,0.7,1.02,0.65,0.76,0.61,0.69,0.91
octet.csv,0.93,0.64,0.92,1.0,0.68,0.91,0.42,0.69,0.74,1.0,0.81,0.14,0.78,1.04,0.89,0.54,1.0,1.0,0.91,1.0
opendvr.csv,0.73,0.88,0.76,0.84,0.73,0.58,0.86,0.69,0.86,0.71,0.81,0.7,0.46,1.03,1.03,0.65,0.0,0.68,0.9,0.91
opennms.csv,0.93,0.6,0.97,0.97,0.93,0.97,0.87,0.07,0.95,1.0,0.8,0.86,0.92,0.51,1.0,0.97,0.91,0.93,0.97,1.0
poormans.csv,0.94,0.83,0.93,1.03,0.78,0.94,0.59,0.67,0.87,0.66,0.6,0.71,0.72,1.02,1.01,0.12,0.82,0.81,0.92,0.78
power-architect.csv,0.93,0.66,1.0,0.87,0.74,0.86,0.88,0.94,0.51,0.71,1.18,0.74,0.0,0.79,1.0,0.83,0.77,0.87,0.84,0.92
rohxel.csv,0.87,0.79,1.0,0.91,0.87,0.93,0.91,0.89,0.03,1.0,0.89,0.89,0.72,0.97,0.95,0.93,0.82,0.83,0.79,1.0
synecdoche.csv,0.74,0.62,0.83,0.89,0.8,0.84,0.63,0.89,0.84,0.67,0.28,0.81,0.86,1.07,0.55,0.6,0.61,0.07,0.7,0.53
thedata.csv,0.99,0.81,0.87,1.0,0.96,0.47,0.91,0.72,0.92,0.71,0.55,0.92,0.76,1.01,1.01,0.92,1.0,0.7,0.95,0.0
x-ray-mule.csv,0.71,0.81,0.94,0.07,0.74,0.94,1.0,0.91,0.85,0.98,1.03,0.77,0.97,1.0,0.78,0.92,0.84,0.82,0.77,1.0
