,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.63,0.67,0.43,0.63,0.13,0.65,0.55,0.0
arcallians.csv,0.55,0.63,0.81,0.74,0.54,0.35,0.56,0.48
arianne.csv,0.71,0.3,0.42,0.0,0.0,0.0,0.34,0.23
cortex-vfx.csv,0.41,0.5,0.54,0.5,0.45,0.15,0.49,0.58
mbse.csv,0.51,0.48,0.18,0.51,0.67,0.67,0.39,0.51
multitude.csv,0.7,0.66,0.55,0.49,0.54,0.37,0.66,0.53
phonon-vlc-mplayer.csv,0.4,0.61,0.81,0.48,0.17,0.53,0.52,0.51
qgis.csv,0.42,0.63,0.81,0.46,0.0,0.0,0.55,0.6
