,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.92,0.63,0.15,0.92,0.73
k3b.csv,0.61,0.58,0.93,0.62,0.41
myfaces.csv,0.8,0.69,0.58,0.39,0.64
robocode.csv,0.33,0.8,0.64,0.48,0.56
zildo.csv,0.66,0.39,0.32,0.67,0.52
