,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,97.5,484.5,99.0,99.0,98.5,178.0,198.0,97.5,294.0,96.5,537.0,99.0
codesmith.csv,296.5,482.5,99.0,1006.5,98.5,98.5,99.0,97.5,96.5,183.0,717.5,99.0
icescrum.csv,97.5,193.0,95.5,96.5,98.5,178.0,198.0,356.0,195.0,96.5,96.5,94.5
ingex.csv,296.0,573.0,194.0,99.0,99.0,98.5,99.0,175.0,294.0,96.5,96.5,95.5
jrefactory.csv,688.5,840.0,381.0,99.0,192.0,387.5,198.0,356.0,286.0,96.5,194.0,99.0
jsecurity.csv,197.5,193.0,99.0,96.5,98.5,98.5,197.0,263.5,96.5,96.5,42.5,99.0
libopenmetaverse.csv,593.0,581.0,99.0,99.0,99.0,98.5,99.0,196.0,294.0,96.5,292.5,95.5
lite.csv,196.0,190.0,193.0,539.0,94.5,98.5,99.0,97.5,96.5,95.5,292.5,337.5
mobicents.csv,197.0,290.5,193.0,910.0,98.5,97.5,99.0,551.0,195.0,96.5,546.0,98.5
opendvr.csv,197.5,290.5,99.0,99.0,98.5,98.5,99.0,196.0,96.5,95.5,543.0,98.5
openefm.csv,592.0,192.0,99.0,389.0,94.5,178.0,198.0,338.0,70.5,96.5,195.0,98.5
sidekar.csv,0.0,193.0,0.0,0.0,99.0,0.0,0.0,0.0,294.0,96.5,0.0,0.0
