,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,6.0,0.0,10.0,39.0,16.0,0.0,0.0,1.0,3.0,0.0,0.0
haphazard.csv,3.0,1.0,1.0,39.0,3.0,1.0,1.0,0.0,0.0,7.0,0.0
jicarilla.csv,0.0,150.0,2.0,281.0,125.0,49.0,0.0,0.0,64.0,4.0,0.0
jruby.csv,1.0,2.0,1.0,23.0,16.0,0.0,63.0,1.0,1.0,0.0,0.0
optalgtoolkit.csv,1.0,0.0,3.0,40.0,16.0,0.0,0.0,1.0,1.0,46.0,0.0
ossim.csv,1.0,0.0,0.0,8.0,125.0,1.0,2.0,0.0,5.0,0.0,0.0
projectts.csv,2.0,1.0,5.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
qedo.csv,3.0,0.0,1.0,44.0,125.0,1.0,2.0,1.0,2.0,0.0,1.0
sabbu.csv,1.0,2.0,2.0,41.0,14.0,3.0,3.0,1.0,0.0,0.0,0.0
vxl.csv,2.0,0.0,4.0,68.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0
zact.csv,4.0,5.0,69.0,32.0,5.0,49.0,3.0,1.0,0.0,5.0,0.0
