,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.57,0.3,0.32,0.65,0.09,0.59,0.0,1.0,0.7,0.14,0.84,0.55,0.26,0.15
crisscross.csv,0.33,0.3,0.95,0.37,0.08,0.17,0.06,0.37,0.4,0.92,0.29,0.47,0.47,0.29
gisgraphy.csv,0.27,0.14,0.11,0.35,0.27,0.32,0.0,0.26,0.58,0.73,0.23,0.24,0.42,0.98
glelite.csv,0.53,0.37,0.3,0.92,0.16,0.68,0.03,0.88,0.84,0.97,1.0,0.63,0.78,0.48
gnome-jabber.csv,0.5,0.39,0.3,0.91,0.17,0.66,0.03,0.86,0.84,0.99,0.96,0.63,0.78,0.48
ivataopenportal.csv,0.36,0.36,0.44,0.6,0.17,0.97,0.0,0.47,0.51,0.25,0.37,0.52,0.31,0.28
mb-unit.csv,0.56,0.4,0.23,0.99,0.09,0.67,0.04,0.86,0.71,0.62,0.88,0.61,0.56,0.27
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
nova.csv,0.31,1.0,0.17,0.3,0.0,0.33,0.0,0.26,0.37,0.53,0.46,0.33,0.46,0.14
olex2.csv,0.41,0.3,0.2,0.42,0.0,0.33,0.0,0.42,0.66,0.08,0.4,0.96,0.41,0.24
openwbem.csv,0.97,0.31,0.31,0.65,0.07,0.57,0.05,0.66,0.72,0.89,0.62,0.48,0.76,0.51
tencompetence.csv,0.33,0.0,0.14,0.52,0.12,0.56,0.07,0.69,0.54,0.1,0.76,0.17,0.99,0.22
xcmetadataservicestoolkit.csv,0.47,0.3,0.22,0.79,0.16,0.59,0.04,0.75,1.0,0.9,0.99,0.58,0.74,0.34
