,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,1.0,0.71,0.55,0.83,0.46,0.47,0.38,0.66,0.68,0.48,0.85,0.19,0.82,0.67,0.69,0.36,0.42,0.76,0.37,0.82
encog-cs.csv,1.0,0.61,0.72,0.92,0.86,0.93,1.0,0.96,0.64,0.71,0.95,0.93,0.55,1.0,0.79,0.97,0.94,0.87,0.95,0.36
extprosys.csv,1.0,0.78,0.64,0.88,0.82,0.67,0.41,0.7,0.83,0.87,0.55,1.0,0.42,0.33,0.83,0.89,0.9,0.81,0.37,0.55
freewrl.csv,1.0,0.73,1.0,0.83,0.71,0.67,0.95,0.58,0.64,0.85,0.55,0.78,0.76,1.0,0.78,0.94,0.32,0.75,0.53,0.73
fulguro.csv,1.0,0.8,0.49,0.63,0.54,0.87,0.33,0.7,0.36,0.04,0.75,0.81,0.28,1.0,0.33,0.36,0.71,0.08,0.84,0.64
geotools.csv,1.0,0.82,0.92,0.57,0.89,0.97,0.85,0.71,1.0,0.98,0.35,0.67,0.79,0.0,0.87,0.97,0.81,0.58,0.84,0.82
ibatisdb.csv,0.0,0.33,0.21,0.32,0.39,0.47,0.26,0.22,0.42,0.58,0.05,0.07,0.21,0.33,0.13,0.81,0.03,0.16,0.47,0.18
intact.csv,1.0,0.65,0.6,0.76,0.61,0.7,0.38,0.36,0.67,0.37,0.25,0.15,0.59,1.0,0.72,0.53,0.13,0.62,0.26,0.55
japano.csv,0.0,0.96,0.87,0.9,0.89,0.9,0.95,0.76,0.92,0.48,0.9,0.96,0.67,1.0,0.85,0.75,0.55,0.76,0.63,0.91
miranda-icq.csv,0.0,0.76,0.58,0.49,0.68,0.47,0.08,0.38,0.7,0.69,0.3,0.19,0.74,0.33,0.62,0.25,0.23,0.69,0.21,0.82
ofbiz.csv,0.0,0.8,0.94,0.53,0.32,0.63,0.46,0.46,0.58,0.88,0.4,0.11,0.59,0.67,0.77,0.39,0.0,0.75,0.74,0.45
opennms.csv,1.0,0.39,0.06,0.11,0.68,0.13,0.56,0.02,0.18,0.08,0.45,0.37,0.06,0.33,0.47,0.03,0.0,0.39,0.0,0.09
papertoolkit.csv,0.0,0.22,0.17,0.26,0.14,0.23,0.1,0.18,0.32,0.04,0.25,0.11,0.19,1.0,0.27,0.08,0.35,0.16,0.11,0.09
rohxel.csv,1.0,0.41,0.38,0.18,0.14,0.27,0.64,0.29,0.3,0.02,0.4,0.07,0.2,0.0,0.04,0.11,0.13,0.19,0.05,0.45
roolo.csv,0.0,0.67,0.89,0.78,0.89,0.77,0.33,0.42,0.56,0.75,0.7,0.85,0.79,0.33,0.77,0.75,0.87,0.87,0.79,0.82
sevenupdate.csv,1.0,0.71,1.0,1.0,0.82,1.0,1.0,1.0,0.92,1.0,0.95,1.0,0.92,1.0,0.93,1.0,1.0,0.88,1.0,0.91
soar.csv,1.0,0.51,1.0,0.61,0.71,0.9,0.82,0.9,0.62,1.0,0.8,0.22,0.98,1.0,0.55,0.97,0.55,0.86,0.84,0.91
web-cat.csv,0.0,0.29,0.04,0.45,0.5,0.63,0.26,0.23,0.65,0.1,0.35,0.3,0.27,0.67,0.33,0.67,0.55,0.22,0.63,0.36
