,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.61,0.73,0.61,0.23,0.8,0.61,0.67,0.95,0.78,0.58,0.69,0.84,1.02,0.84,0.76,0.88,0.68,0.69,0.8,0.87
encog-cs.csv,1.0,0.92,0.88,1.0,0.93,0.91,1.0,1.0,0.47,0.69,0.97,0.88,0.45,0.85,0.61,0.94,1.0,0.91,0.9,0.69
extprosys.csv,0.62,1.02,0.46,0.72,0.84,0.81,0.8,0.94,0.91,0.92,0.77,1.0,0.58,1.08,0.86,0.71,1.0,0.67,0.8,0.6
freewrl.csv,0.93,0.87,0.96,0.74,0.67,0.7,0.91,0.79,0.58,0.8,0.9,0.44,1.03,0.58,0.55,0.53,0.79,0.58,0.65,0.71
fulguro.csv,0.85,0.86,0.82,0.8,0.72,0.91,0.72,0.94,0.81,0.96,0.8,0.81,0.72,0.93,0.79,0.94,0.74,0.93,0.95,0.45
geotools.csv,0.75,1.02,0.85,0.66,0.89,0.93,0.65,0.63,0.89,0.95,1.02,0.71,0.21,1.08,0.71,0.77,0.75,0.54,0.7,0.89
ibatisdb.csv,1.0,0.75,0.83,0.77,0.69,0.63,0.75,0.84,0.67,0.71,0.99,0.93,0.79,0.69,0.87,0.3,0.97,0.85,0.63,0.82
intact.csv,0.52,0.9,0.81,0.75,0.68,0.48,0.64,0.72,0.51,0.69,0.83,0.86,1.08,0.53,0.55,0.63,0.96,0.62,0.78,0.55
japano.csv,1.28,1.0,0.77,0.93,0.79,0.84,1.0,0.26,0.94,0.78,0.9,1.0,0.33,0.97,0.94,0.83,0.72,0.84,0.72,0.7
miranda-icq.csv,1.05,0.71,0.61,0.51,0.57,0.59,0.92,0.7,0.62,0.43,0.75,0.82,1.03,0.74,0.66,0.8,0.85,0.63,0.88,0.65
ofbiz.csv,1.23,0.7,0.96,0.68,0.82,0.75,0.7,0.64,0.61,0.89,0.67,0.89,0.41,0.42,0.41,0.8,1.02,0.63,0.73,0.69
opennms.csv,0.47,1.03,0.94,0.9,0.41,0.87,0.63,0.98,0.83,0.93,0.61,0.8,0.94,0.8,0.68,0.97,1.0,0.68,1.0,0.92
papertoolkit.csv,1.14,0.79,0.84,0.79,0.88,0.78,0.92,0.85,0.7,0.97,0.83,0.9,0.81,0.08,0.76,0.92,0.78,0.86,0.93,0.91
rohxel.csv,0.32,0.68,0.7,0.83,0.87,0.75,0.51,0.71,0.7,0.98,0.66,0.93,0.8,1.0,0.96,0.9,0.96,0.82,0.95,0.79
roolo.csv,1.2,0.74,0.85,0.89,0.81,0.83,0.81,0.8,0.73,0.8,0.35,0.89,0.21,0.95,0.78,0.75,0.89,0.88,0.77,0.67
sevenupdate.csv,1.0,0.33,1.0,1.0,0.95,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,0.77,0.92,1.0,1.0,0.94,1.0,0.83
soar.csv,0.66,0.97,0.99,0.58,0.85,0.94,0.66,0.89,0.82,1.0,0.89,0.86,1.0,0.9,0.83,0.88,0.48,0.89,1.01,1.0
web-cat.csv,1.02,0.73,0.96,0.9,0.65,0.64,0.92,0.8,0.83,0.93,0.8,0.84,0.73,0.43,0.72,0.38,0.66,0.81,0.47,0.68
