,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.63,0.72,0.75,0.95,0.51,0.74,0.75,0.52,0.83,0.82,0.79,0.47,0.39,0.7,0.7
fmri-dmt.csv,0.73,0.67,0.68,0.98,0.53,0.48,0.94,0.91,0.83,0.6,0.52,0.59,0.85,0.6,0.47
ftm.csv,0.53,0.36,0.64,0.37,0.47,0.36,0.55,0.84,0.39,0.48,0.73,0.46,0.45,0.67,0.41
fulguro.csv,0.99,0.0,0.0,0.89,0.38,0.94,0.3,0.54,0.67,0.86,0.39,0.0,0.95,0.67,0.79
gss.csv,0.41,0.33,0.44,0.32,0.34,0.35,0.29,0.38,0.33,0.38,0.38,0.33,0.34,0.43,0.43
illumination.csv,0.0,0.0,0.0,0.0,0.37,0.41,0.29,0.41,0.0,0.75,0.32,0.0,0.0,0.56,0.5
ldview.csv,0.65,0.42,0.56,0.41,0.38,0.46,0.36,0.58,0.47,0.43,0.44,0.52,0.88,0.63,0.47
monetdb.csv,0.55,0.98,0.61,0.47,0.91,0.83,0.5,0.88,0.5,0.45,0.8,0.48,0.41,0.45,0.69
netatalk.csv,0.49,0.41,0.47,0.43,0.43,0.43,0.33,0.5,0.34,0.39,0.39,0.42,0.41,0.65,0.45
olex2.csv,0.55,0.39,0.0,0.92,0.53,0.78,0.55,0.68,0.7,0.86,0.86,0.45,0.41,0.5,0.67
qpe.csv,0.54,0.37,0.6,0.38,0.61,0.41,0.38,0.75,0.37,0.5,0.38,0.95,0.78,0.73,0.42
quark.csv,0.97,0.0,0.58,0.64,0.93,0.8,0.5,0.91,0.58,0.83,0.8,0.94,0.49,0.0,0.5
sepgsql.csv,0.56,0.54,0.58,0.49,0.7,0.47,0.73,0.71,0.47,0.56,0.62,0.52,0.43,0.76,0.43
synergyspace.csv,0.89,0.84,0.67,0.96,0.47,0.86,0.37,0.77,0.92,0.71,0.5,0.96,0.94,0.94,0.7
