,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.53,0.45,0.42,0.18,0.9,0.38,0.2,0.42,0.35,0.28,0.26,0.57,0.61,0.93,0.38
fmri-dmt.csv,0.39,0.42,0.45,0.29,0.0,0.2,0.83,0.39,0.1,0.45,0.33,0.42,0.36,0.27,0.43
ftm.csv,0.76,0.62,0.33,0.73,0.89,0.58,0.37,0.23,0.84,0.33,0.38,0.64,0.61,0.26,0.48
fulguro.csv,0.4,0.0,0.06,0.16,0.21,0.24,0.38,0.71,0.0,0.39,0.62,0.0,0.13,0.22,0.65
gss.csv,0.57,0.6,0.56,0.6,0.66,0.7,0.09,0.54,0.52,0.74,0.74,0.43,0.58,0.65,0.61
illumination.csv,0.0,0.0,0.0,0.0,0.05,0.13,0.49,0.57,0.0,0.74,0.47,0.0,0.0,0.05,0.0
ldview.csv,0.61,0.0,0.75,0.13,0.64,0.2,0.65,0.5,0.58,0.52,0.45,0.67,0.41,0.42,0.54
monetdb.csv,0.59,0.18,0.57,0.71,0.0,0.25,0.2,0.23,0.83,0.48,0.2,0.54,0.59,0.54,0.21
netatalk.csv,0.66,0.58,0.56,0.53,0.0,0.71,0.43,0.37,0.09,0.65,0.48,0.62,0.53,0.41,0.69
olex2.csv,0.71,0.32,0.0,0.16,0.79,0.41,0.77,0.38,0.26,0.0,0.24,0.73,0.63,0.55,0.11
qpe.csv,0.69,0.67,0.34,0.65,0.0,0.72,0.63,0.22,0.64,0.49,0.79,0.26,0.3,0.04,0.52
quark.csv,0.3,0.05,0.28,0.5,0.0,0.34,0.0,0.15,0.83,0.07,0.2,0.21,0.55,0.04,0.39
sepgsql.csv,0.64,0.84,0.56,0.6,0.96,0.6,0.2,0.27,0.79,0.27,0.42,0.59,0.61,0.51,0.4
synergyspace.csv,0.42,0.46,0.06,0.27,0.64,0.24,0.64,0.6,0.18,0.27,0.57,0.18,0.13,0.07,0.21
