,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.87,0.59,0.62,0.95,0.89,0.76,0.72,0.94,1.0,0.89,0.59,0.86,0.52,0.85,1.0
amateur-scrolls.csv,0.56,0.0,0.45,0.65,0.34,0.19,0.34,0.6,0.38,0.14,0.27,0.08,0.35,0.66,0.33
biopax.csv,1.0,0.86,1.0,1.0,1.0,1.0,0.98,0.96,1.0,1.0,0.99,0.97,0.86,1.0,1.0
crux-framework.csv,0.18,0.41,0.18,0.15,0.09,0.23,0.32,0.31,0.0,0.43,0.52,0.14,0.07,0.24,1.0
exl.csv,0.67,0.5,0.45,0.7,0.37,0.38,0.43,0.6,0.25,0.38,0.54,0.68,0.55,0.76,1.0
ikvm.csv,0.41,0.91,0.38,0.4,0.54,0.8,0.83,0.29,0.75,0.12,0.39,0.32,0.37,0.22,0.33
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.73,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.72,0.45,0.75,0.55,0.63,0.55,0.45,0.56,0.75,0.98,0.62,0.65,0.75,0.73,0.67
lportal.csv,0.05,0.18,0.12,0.0,0.2,0.05,0.0,0.15,0.12,0.73,0.1,0.54,0.11,0.34,0.33
ns-3-dev-def-routing.csv,0.64,0.64,0.82,0.5,0.69,0.57,0.57,0.73,0.62,0.93,0.61,0.78,0.62,0.78,1.0
qpe.csv,0.72,0.32,0.48,0.15,0.4,0.64,0.91,0.75,0.38,0.61,0.66,0.14,0.15,0.22,1.0
sigil.csv,0.74,0.68,0.9,1.0,0.77,0.55,0.7,0.81,0.62,0.95,0.73,0.73,0.51,0.93,1.0
ultimairis.csv,0.15,1.0,0.98,0.55,0.14,0.75,0.64,0.08,0.88,1.0,0.44,0.0,0.24,0.8,1.0
unflobtactical.csv,0.77,0.73,0.8,0.7,0.71,0.59,0.79,0.85,0.88,0.93,0.61,1.0,0.8,0.73,1.0
xbg.csv,0.26,0.27,0.02,0.15,0.43,0.5,0.47,0.29,0.88,0.11,0.06,0.3,0.14,0.15,0.0
