,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.15,0.45,0.56,0.55,0.79,0.76,0.51,0.74,0.3,0.09,0.45,0.55,0.64,0.82,0.07
amateur-scrolls.csv,0.26,0.0,0.45,0.55,0.49,0.31,0.39,0.71,0.15,0.04,0.35,0.13,0.51,0.77,0.04
biopax.csv,0.15,0.61,0.43,0.47,0.74,0.87,0.48,0.72,0.23,0.08,0.56,0.53,0.91,0.86,0.05
crux-framework.csv,0.11,0.56,0.2,0.18,0.15,0.36,0.38,0.41,0.0,0.14,0.47,0.16,0.13,0.38,0.33
exl.csv,0.2,0.5,0.32,0.48,0.46,0.51,0.37,0.65,0.11,0.06,0.48,0.6,0.67,0.86,0.07
ikvm.csv,0.09,0.85,0.3,0.28,0.52,0.78,0.47,0.31,0.21,0.02,0.34,0.27,0.48,0.3,0.03
irrlicht.csv,0.14,0.59,0.43,0.47,0.73,0.77,0.47,0.74,0.23,0.0,0.56,0.53,0.88,0.86,0.05
les-indemodables.csv,0.16,0.41,0.39,0.45,0.7,0.66,0.4,0.66,0.23,0.08,0.5,0.59,0.82,0.81,0.05
lportal.csv,0.08,0.29,0.19,0.0,0.33,0.1,0.0,0.26,0.14,0.24,0.16,0.52,0.2,0.49,0.22
ns-3-dev-def-routing.csv,0.22,0.54,0.42,0.48,0.75,0.68,0.48,0.77,0.23,0.09,0.57,0.53,0.75,0.83,0.06
qpe.csv,0.29,0.44,0.39,0.21,0.47,0.71,0.48,0.7,0.43,0.14,0.51,0.17,0.25,0.36,0.11
sigil.csv,0.27,0.53,0.54,0.51,0.79,0.66,0.48,0.82,0.32,0.11,0.55,0.57,0.66,0.87,0.06
ultimairis.csv,0.11,0.61,0.47,0.56,0.23,0.78,0.62,0.14,0.28,0.08,0.43,0.0,0.37,0.8,0.08
unflobtactical.csv,0.25,0.64,0.43,0.47,0.74,0.69,0.46,0.82,0.23,0.1,0.52,0.55,0.83,0.78,0.05
xbg.csv,0.07,0.32,0.04,0.17,0.46,0.6,0.48,0.34,0.5,0.03,0.1,0.29,0.23,0.21,0.0
