,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.0,0.0,1.0,6.0,0.0,67.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0
echongl.csv,0.0,0.0,7.0,0.0,0.0,79.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
les-indemodables.csv,0.0,2.0,6.0,6.0,0.0,88.0,3.0,0.0,10.0,0.0,2.0,3.0,1.0
mbse.csv,9.0,4.0,4.0,0.0,1.0,117.0,2.0,0.0,2.0,9.0,0.0,0.0,1.0
ns-3-dev-def-routing.csv,50.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,10.0,13.0,1.0
psycle.csv,23.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
qpe.csv,17.0,0.0,5.0,13.0,0.0,117.0,8.0,0.0,2.0,2.0,0.0,1.0,0.0
simplewebservices.csv,0.0,0.0,4.0,0.0,0.0,78.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
v8.csv,0.0,0.0,2.0,0.0,0.0,117.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0
wikipediardware.csv,0.0,0.0,7.0,0.0,0.0,96.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
wxstudio.csv,35.0,4.0,10.0,5.0,0.0,53.0,0.0,0.0,1.0,9.0,0.0,16.0,0.0
xamj.csv,24.0,1.0,2.0,0.0,1.0,57.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0
