,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.18,0.18,0.09,0.04,0.02,0.2,0.0
foursquared.csv,0.08,0.03,0.13,0.13,0.0,0.15,0.0
ifmo-game-1.csv,0.22,0.08,0.19,0.15,0.14,0.32,0.31
jmule.csv,0.65,0.33,0.53,0.76,0.9,0.5,0.14
micomt.csv,0.81,0.73,0.82,0.87,0.15,0.86,0.83
voms.csv,0.35,0.2,0.9,0.3,0.03,0.71,0.0
