,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.12,0.2,0.33,0.71,0.67,0.0,1.0
foursquared.csv,0.14,0.33,0.0,0.78,0.0,0.0,1.0
ifmo-game-1.csv,0.29,0.0,0.07,0.46,0.0,0.0,0.44
jmule.csv,0.09,0.21,0.08,0.41,0.2,0.02,0.83
micomt.csv,0.09,0.11,0.03,0.38,0.55,0.01,0.41
voms.csv,0.1,0.38,0.05,0.55,0.75,0.01,1.0
