,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,3.0,8.0,3.0,0.0,0.0,117.0,0.0
foursquared.csv,3.0,2.0,70.0,0.0,71.0,117.0,0.0
ifmo-game-1.csv,2.0,74.0,9.0,0.0,71.0,117.0,3.0
jmule.csv,4.0,3.0,15.0,0.0,3.0,38.0,0.0
micomt.csv,4.0,11.0,24.0,1.0,1.0,81.0,7.0
voms.csv,10.0,1.0,22.0,2.0,1.0,65.0,0.0
