,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.17,0.25,0.5,0.32,0.25,0.0,0.22
foursquared.csv,0.14,0.17,0.0,0.82,0.0,0.0,0.29
ifmo-game-1.csv,0.45,0.0,0.12,0.32,0.0,0.0,0.35
jmule.csv,0.16,0.32,0.14,0.58,0.33,0.03,0.83
micomt.csv,0.16,0.19,0.07,0.55,0.67,0.02,0.52
voms.csv,0.16,0.53,0.09,0.62,0.57,0.02,0.08
