,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.74,0.69,0.09,0.79,0.85,1.02,0.88
foursquared.csv,0.86,0.89,1.01,0.18,1.0,1.01,0.83
ifmo-game-1.csv,0.22,1.0,0.69,0.77,1.01,1.05,0.77
jmule.csv,0.71,0.47,0.53,0.76,0.9,0.5,0.22
micomt.csv,0.82,0.8,0.89,0.87,0.22,0.86,0.88
voms.csv,0.67,0.23,0.9,0.42,0.54,0.71,0.96
