,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.33,0.37,0.98,0.25,0.18,0.0,0.15
foursquared.csv,0.17,0.13,0.0,0.88,0.0,0.0,0.2
ifmo-game-1.csv,0.95,0.0,0.37,0.29,0.0,0.0,0.33
jmule.csv,0.59,0.67,0.82,0.61,0.36,0.83,0.84
micomt.csv,0.5,0.52,0.43,0.43,0.85,0.45,0.43
voms.csv,0.46,0.87,0.36,0.71,0.51,0.67,0.05
