,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.39,0.86,0.48,0.27,0.48,0.96
mcmc-jags.csv,0.48,0.68,0.85,0.93,0.82,0.57
olap-navigator.csv,0.84,0.41,0.63,0.53,0.61,0.57
pidgin.csv,0.56,0.55,0.93,0.27,0.72,0.96
salasaga.csv,0.31,0.77,0.78,0.67,0.77,0.75
sepgsql.csv,0.66,0.64,0.81,0.33,0.74,0.57
