,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.39,0.85,0.39,0.3,0.48,0.05
mcmc-jags.csv,0.5,0.6,0.55,0.92,0.63,0.59
olap-navigator.csv,0.86,0.44,0.66,0.57,0.62,0.58
pidgin.csv,0.58,0.55,0.59,0.32,0.72,0.6
salasaga.csv,0.34,0.63,0.56,0.62,0.71,0.73
sepgsql.csv,0.7,0.61,0.78,0.38,0.71,0.59
