,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,7.0,3.0,5.0,2.0,0.0,49.0,2.0,3.0,12.0,0.0,8.0,0.0,0.0
chaperon.csv,0.0,1.0,109.0,4.0,0.0,3.0,5.0,49.0,0.0,1.0,117.0,0.0,62.0,13.0,1.0
co-ode-owl-plugins.csv,0.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,51.0,3.0,117.0,0.0,2.0,0.0,52.0
e-bio-flow.csv,0.0,2.0,13.0,0.0,0.0,0.0,1.0,1.0,51.0,17.0,24.0,0.0,62.0,4.0,1.0
free-evolution.csv,0.0,0.0,2.0,0.0,0.0,1.0,4.0,49.0,51.0,3.0,117.0,0.0,62.0,0.0,0.0
jaxlib.csv,0.0,2.0,109.0,67.0,0.0,1.0,0.0,0.0,51.0,85.0,117.0,0.0,62.0,0.0,52.0
jmonkeyengine.csv,0.0,2.0,5.0,0.0,0.0,2.0,1.0,49.0,6.0,0.0,117.0,0.0,6.0,13.0,2.0
jmule.csv,0.0,1.0,3.0,0.0,0.0,2.0,2.0,20.0,25.0,4.0,52.0,0.0,14.0,13.0,0.0
kaffeine.csv,0.0,4.0,15.0,1.0,0.0,7.0,1.0,25.0,17.0,1.0,117.0,0.0,9.0,16.0,7.0
nodal.csv,1.0,7.0,17.0,4.0,1.0,5.0,0.0,12.0,51.0,0.0,117.0,0.0,1.0,5.0,1.0
ogrehg.csv,0.0,3.0,8.0,0.0,0.0,1.0,0.0,13.0,18.0,5.0,44.0,0.0,14.0,12.0,2.0
onotoa.csv,0.0,6.0,14.0,0.0,0.0,1.0,1.0,4.0,21.0,1.0,58.0,0.0,19.0,18.0,0.0
papertoolkit.csv,0.0,0.0,109.0,0.0,0.0,81.0,0.0,49.0,51.0,85.0,117.0,196.0,0.0,139.0,0.0
