,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,1.0,0.11,0.39,0.18,0.43,0.06,0.0,0.25,0.26,1.0,0.08,0.33,0.03,0.17
chaperon.csv,0.31,0.23,0.0,0.11,0.09,0.07,0.22,0.0,1.0,0.17,0.0,0.23,0.0,0.06,0.17
co-ode-owl-plugins.csv,0.27,0.45,0.89,0.5,0.64,0.67,0.5,1.0,0.0,0.13,0.0,0.43,0.33,0.3,0.0
e-bio-flow.csv,0.14,0.23,0.11,0.33,0.16,0.93,0.3,1.0,0.0,0.17,1.0,0.07,0.0,0.06,0.12
free-evolution.csv,0.14,0.55,0.06,0.33,0.26,0.33,0.24,0.0,0.0,0.04,0.0,0.16,0.0,0.82,0.04
jaxlib.csv,0.06,0.09,0.0,0.0,0.11,0.03,0.07,1.0,0.0,0.0,0.0,0.09,0.0,0.15,0.0
jmonkeyengine.csv,0.69,0.18,0.22,0.94,0.16,0.2,0.81,0.0,0.25,0.26,0.0,0.82,0.33,0.67,0.08
jmule.csv,0.59,0.91,0.78,0.94,0.7,0.8,0.65,1.0,0.5,0.57,1.0,0.44,0.67,0.52,0.96
kaffeine.csv,0.98,0.68,0.11,0.67,0.39,0.5,0.96,1.0,0.25,0.57,0.0,0.97,0.33,0.94,0.88
nodal.csv,0.49,0.68,0.11,0.5,0.51,0.43,0.36,0.5,0.0,0.96,0.0,0.14,0.33,0.27,0.46
ogrehg.csv,0.76,0.55,0.22,0.5,0.51,0.53,0.93,0.5,0.75,0.43,1.0,0.4,0.67,0.7,0.33
onotoa.csv,0.73,0.27,0.67,0.5,1.0,0.57,0.76,0.5,1.0,0.78,1.0,0.82,1.0,0.79,0.04
papertoolkit.csv,0.02,0.09,0.0,0.11,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
