,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.98,0.0,0.9,0.62,0.91,0.64,0.94,1.09,0.76,0.77,0.28,0.92,0.69,0.97,0.84
chaperon.csv,0.69,0.79,1.01,0.9,0.91,0.94,0.79,1.0,0.0,0.83,1.02,0.77,1.0,0.96,0.87
co-ode-owl-plugins.csv,0.73,0.75,0.11,0.53,0.78,0.72,0.62,0.69,1.08,0.88,1.1,0.57,0.68,0.71,1.0
e-bio-flow.csv,0.86,0.81,0.91,0.67,0.86,0.07,0.82,0.15,1.03,0.87,0.28,0.93,1.0,0.94,0.88
free-evolution.csv,0.86,0.47,0.95,0.7,0.78,0.68,0.76,1.29,1.01,0.96,1.03,0.84,1.0,0.18,0.96
jaxlib.csv,0.94,0.91,1.0,1.0,0.9,0.97,0.93,0.0,1.01,1.0,1.0,0.91,1.0,0.85,1.0
jmonkeyengine.csv,0.41,0.83,0.83,0.06,0.84,0.82,0.73,1.04,0.8,0.78,1.0,1.02,0.7,0.82,0.92
jmule.csv,0.68,0.72,0.66,0.68,0.87,0.59,0.72,0.88,0.88,0.77,0.62,1.15,0.88,0.83,0.05
kaffeine.csv,0.09,0.75,0.9,0.67,0.75,0.84,0.98,1.0,1.06,0.82,1.05,1.0,0.7,0.96,0.87
nodal.csv,0.52,0.63,0.93,0.55,0.61,0.76,0.7,0.85,1.01,0.04,1.02,0.86,0.71,0.78,0.7
ogrehg.csv,0.68,0.56,1.03,0.55,0.74,0.58,0.08,0.72,0.79,0.76,0.51,0.6,0.76,0.67,0.75
onotoa.csv,0.38,0.93,0.82,0.84,0.0,0.71,0.82,0.61,0.79,0.75,0.58,1.02,0.67,0.9,0.96
papertoolkit.csv,0.98,0.91,1.0,0.89,0.97,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.96
