,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.45,0.92,0.69,0.68,0.43,0.93,0.52,0.62,0.65,0.47,0.94,0.67,0.5,0.83
chaperon.csv,0.73,0.9,0.93,0.88,0.86,0.89,0.79,0.0,0.75,0.86,0.96,0.76,0.8,0.96,0.91
co-ode-owl-plugins.csv,0.69,0.46,0.94,0.61,0.4,0.42,0.7,0.37,0.63,0.91,0.49,0.44,0.88,0.79,0.0
e-bio-flow.csv,0.86,0.69,0.95,0.86,0.93,0.61,0.94,0.89,0.73,0.73,0.71,0.92,0.8,0.88,0.8
free-evolution.csv,0.86,0.56,0.8,0.71,0.7,0.71,0.91,0.31,0.8,0.8,0.61,0.97,0.0,0.82,0.0
jaxlib.csv,0.67,0.75,0.0,0.0,0.9,0.5,0.93,0.5,0.83,0.0,0.5,0.94,0.83,0.91,0.0
jmonkeyengine.csv,0.46,0.88,0.81,0.76,0.92,0.94,0.53,0.69,0.86,0.82,0.91,0.39,0.93,0.48,0.75
jmule.csv,0.57,0.31,0.42,0.39,0.37,0.4,0.56,0.3,0.51,0.42,0.42,0.54,0.37,0.54,0.5
kaffeine.csv,0.39,0.42,0.94,0.41,0.47,0.42,0.46,0.3,0.51,0.39,0.55,0.39,0.64,0.46,0.35
nodal.csv,0.44,0.34,0.56,0.48,0.39,0.49,0.89,0.35,0.86,0.77,0.72,0.96,0.62,0.74,0.46
ogrehg.csv,0.48,0.5,0.5,0.62,0.43,0.5,0.64,0.46,0.49,0.55,0.51,0.63,0.42,0.52,0.61
onotoa.csv,0.44,0.67,0.48,0.53,0.39,0.63,0.53,0.5,0.5,0.41,0.59,0.4,0.49,0.47,0.0
papertoolkit.csv,0.0,0.5,0.0,0.5,0.5,0.67,0.75,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
