,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,0.12,0.12,0.38,0.29,0.03,0.44,0.15,0.22,0.28,0.0,0.18,0.01,0.07
chaperon.csv,0.0,0.16,0.16,0.12,0.0,0.13,0.15,0.02,0.0,0.05,0.2,0.0,0.08,0.21,0.24
co-ode-owl-plugins.csv,0.0,0.52,0.01,0.18,0.69,0.63,0.37,0.69,0.4,0.13,0.45,0.0,0.12,0.13,0.0
e-bio-flow.csv,0.0,0.26,0.18,0.02,0.19,0.0,0.42,0.15,0.23,0.29,0.28,0.0,0.08,0.06,0.07
free-evolution.csv,0.0,0.13,0.04,0.22,0.25,0.13,0.11,0.81,0.1,0.06,0.26,0.0,0.02,0.01,0.0
jaxlib.csv,0.0,0.06,0.0,0.02,0.12,0.02,0.03,0.0,0.12,0.0,0.02,0.0,0.1,0.06,0.0
jmonkeyengine.csv,0.27,0.13,0.29,0.0,0.06,0.19,0.7,0.27,0.27,0.25,0.09,1.0,0.22,0.75,0.07
jmule.csv,0.55,0.71,0.62,0.68,0.81,0.56,0.64,0.88,0.73,0.63,0.62,1.0,0.82,0.67,0.03
kaffeine.csv,0.09,0.68,0.16,0.58,0.44,0.67,0.98,1.0,0.75,0.7,0.32,1.0,0.22,0.95,0.86
nodal.csv,0.09,0.55,0.27,0.24,0.38,0.5,0.27,0.69,0.15,0.0,0.21,0.0,0.25,0.27,0.45
ogrehg.csv,0.64,0.32,0.67,0.24,0.56,0.35,0.03,0.52,0.75,0.51,0.51,0.0,0.68,0.6,0.34
onotoa.csv,0.27,0.58,0.75,0.68,0.0,0.56,0.79,0.35,0.79,0.71,0.58,1.0,0.67,0.88,0.0
papertoolkit.csv,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
