,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,1.0,0.15,0.54,0.68,0.46,0.57,0.0,0.12,0.3,0.03,1.0,0.08,0.5,0.67
chaperon.csv,1.0,0.5,0.0,0.25,1.0,0.22,0.48,0.0,1.0,0.57,0.0,1.0,0.0,0.08,0.36
co-ode-owl-plugins.csv,1.0,0.38,0.94,0.5,0.81,0.38,0.47,0.06,0.0,0.27,0.0,1.0,0.12,0.42,0.0
e-bio-flow.csv,1.0,0.38,0.11,0.86,0.8,1.0,0.31,0.22,0.0,0.18,0.03,1.0,0.0,0.25,0.6
free-evolution.csv,1.0,0.75,0.2,0.35,0.83,0.59,0.58,0.0,0.0,0.2,0.0,1.0,0.0,0.96,1.0
jaxlib.csv,1.0,0.5,0.0,0.0,0.8,0.5,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0
jmonkeyengine.csv,0.92,0.5,0.13,1.0,0.92,0.38,0.42,0.0,0.07,0.27,0.0,0.99,0.07,0.22,0.5
jmule.csv,0.83,0.48,0.2,0.33,0.8,0.45,0.4,0.05,0.05,0.25,0.01,0.99,0.04,0.19,0.96
kaffeine.csv,0.98,0.42,0.12,0.29,0.81,0.3,0.39,0.04,0.03,0.23,0.0,0.99,0.07,0.23,0.46
nodal.csv,0.96,0.47,0.07,0.43,0.86,0.33,0.45,0.03,0.0,1.0,0.0,1.0,0.06,0.24,0.46
ogrehg.csv,0.84,0.55,0.06,0.43,0.81,0.47,0.95,0.04,0.08,0.24,0.02,1.0,0.05,0.26,0.44
onotoa.csv,0.92,0.25,0.15,0.21,1.0,0.37,0.38,0.06,0.1,0.29,0.01,0.99,0.07,0.22,1.0
papertoolkit.csv,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
