,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,1.0,0.13,0.44,0.21,0.47,0.07,0.0,0.29,0.3,0.93,0.1,0.37,0.04,0.2
chaperon.csv,0.36,0.27,0.0,0.13,0.11,0.09,0.26,0.0,1.0,0.2,0.0,0.27,0.0,0.07,0.2
co-ode-owl-plugins.csv,0.32,0.46,0.91,0.54,0.53,0.58,0.52,0.69,0.0,0.16,0.0,0.49,0.38,0.35,0.0
e-bio-flow.csv,0.17,0.27,0.13,0.38,0.19,0.94,0.33,0.97,0.0,0.2,0.93,0.09,0.0,0.07,0.15
free-evolution.csv,0.17,0.59,0.07,0.37,0.3,0.38,0.28,0.0,0.0,0.05,0.0,0.19,0.0,0.85,0.05
jaxlib.csv,0.07,0.11,0.0,0.0,0.13,0.04,0.09,1.0,0.0,0.0,0.0,0.11,0.0,0.18,0.0
jmonkeyengine.csv,0.7,0.21,0.26,0.95,0.19,0.24,0.6,0.0,0.29,0.3,0.0,0.0,0.37,0.5,0.1
jmule.csv,0.56,0.64,0.64,0.68,0.46,0.69,0.56,0.41,0.43,0.51,0.75,0.0,0.43,0.47,0.96
kaffeine.csv,0.97,0.56,0.13,0.6,0.42,0.45,0.09,0.0,0.25,0.48,0.0,0.0,0.37,0.21,0.43
nodal.csv,0.54,0.62,0.13,0.54,0.53,0.44,0.4,0.45,0.0,0.97,0.0,0.17,0.37,0.31,0.48
ogrehg.csv,0.62,0.57,0.24,0.54,0.49,0.55,0.94,0.5,0.54,0.44,0.83,0.45,0.55,0.61,0.37
onotoa.csv,0.73,0.29,0.5,0.45,1.0,0.54,0.5,0.52,0.57,0.58,0.78,0.0,0.71,0.37,0.05
papertoolkit.csv,0.02,0.11,0.0,0.13,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
