,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.4,0.42,0.0,0.1,0.58,0.62,0.22
ifmo-game-1.csv,0.0,0.05,0.0,0.0,0.05,0.04,0.0
knowledge.csv,0.0,0.97,1.0,0.99,0.89,0.98,0.96
pentahoanalysistool.csv,0.2,0.0,0.07,0.18,0.02,0.13,0.11
projecteqemu.csv,0.2,0.2,0.07,0.14,0.06,0.04,0.02
sumatrapdf.csv,0.4,0.37,0.18,0.42,0.26,0.0,0.71
voms.csv,0.2,0.2,0.0,0.27,0.0,0.04,0.24
