,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.67,0.59,0.62,0.91,0.7,0.56,0.94
ifmo-game-1.csv,0.0,0.67,0.0,0.86,0.67,0.5,0.0
knowledge.csv,0.4,0.41,0.39,0.43,0.53,0.34,0.39
pentahoanalysistool.csv,0.65,0.64,0.83,0.87,0.0,0.93,0.91
projecteqemu.csv,0.41,0.73,0.8,0.86,0.8,0.9,0.58
sumatrapdf.csv,0.44,0.45,0.92,0.61,0.5,0.66,0.43
voms.csv,0.42,0.55,0.75,0.71,0.88,0.92,0.56
