,knowledge.csv,pentahoanalysistool.csv,betoffice.csv,ifmo-game-1.csv,voms.csv,sumatrapdf.csv,projecteqemu.csv
betoffice.csv,0.45,0.52,0.93,0.43,0.22,0.58,0.17
ifmo-game-1.csv,0.02,0.0,0.0,1.0,0.0,0.0,0.0
knowledge.csv,1.0,0.96,1.0,1.0,1.0,1.0,0.94
pentahoanalysistool.csv,0.31,0.93,0.07,0.14,0.0,0.23,0.17
projecteqemu.csv,0.61,0.37,0.04,0.43,0.11,0.26,0.89
sumatrapdf.csv,0.81,0.81,0.11,0.57,0.56,0.94,0.86
voms.csv,0.56,0.63,0.09,0.43,0.89,0.35,0.64
