,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.61,0.61,0.72,0.81,0.76,0.8,0.73,0.83,0.48,0.63,0.69,0.75,0.36,0.44,0.49,0.98,0.37,0.67,0.53
bzbyte.csv,0.0,0.0,0.69,0.54,0.2,0.9,0.57,0.0,0.0,0.83,0.44,0.8,0.0,0.75,0.35,0.93,0.29,0.92,0.0
chrysalis.csv,0.53,0.77,0.39,0.74,0.64,0.5,0.67,0.72,0.3,0.6,0.26,0.44,0.38,0.52,0.41,0.43,0.55,0.88,0.47
dspace-gsoc.csv,0.6,0.59,0.65,0.57,0.75,0.82,0.7,0.77,0.22,0.75,0.78,0.72,0.33,0.74,0.32,0.95,0.26,0.82,0.42
fbmanager.csv,0.66,0.68,0.73,0.78,0.77,0.5,0.67,0.84,0.24,0.34,0.68,0.76,0.32,0.75,0.51,0.39,0.32,0.94,0.46
fityk.csv,0.62,0.69,0.67,0.8,0.71,0.71,0.6,0.76,0.28,0.64,0.58,0.77,0.33,0.75,0.48,0.29,0.47,0.95,0.56
fleet-simulator.csv,0.64,0.72,0.62,0.82,0.78,0.77,0.67,0.82,0.27,0.83,0.8,0.75,0.33,0.76,0.4,0.98,0.3,0.96,0.49
freenet.csv,0.42,0.67,0.57,0.77,0.75,0.58,0.65,0.78,0.25,0.57,0.72,0.49,0.31,0.69,0.39,0.45,0.27,0.91,0.49
google-caja.csv,0.7,0.7,0.7,0.8,0.75,0.86,0.69,0.86,0.25,0.66,0.77,0.85,0.37,0.74,0.47,0.9,0.42,0.96,0.49
k3b.csv,0.67,0.68,0.69,0.82,0.76,0.83,0.62,0.84,0.23,0.74,0.77,0.83,0.31,0.71,0.34,0.76,0.29,0.93,0.46
mediaportal.csv,0.34,0.47,0.11,0.57,0.45,0.32,0.42,0.38,0.4,0.36,0.42,0.35,0.42,0.19,0.48,0.23,0.22,0.43,0.37
myfaces.csv,0.63,0.52,0.47,0.77,0.59,0.68,0.5,0.39,0.48,0.54,0.48,0.56,0.35,0.66,0.48,0.81,0.18,0.64,0.48
onotoa.csv,0.47,0.53,0.35,0.58,0.43,0.77,0.26,0.25,0.15,0.54,0.6,0.52,0.11,0.67,0.26,0.46,0.17,0.83,0.26
paintown.csv,0.73,0.67,0.67,0.83,0.73,0.79,0.63,0.81,0.24,0.65,0.76,0.71,0.34,0.74,0.34,0.91,0.29,0.74,0.47
poormans.csv,0.25,0.55,0.17,0.64,0.61,0.34,0.71,0.35,0.38,0.46,0.47,0.24,0.33,0.41,0.62,0.07,0.18,0.77,0.44
sqlpower-library.csv,0.62,0.72,0.7,0.75,0.78,0.74,0.67,0.77,0.29,0.83,0.7,0.8,0.32,0.8,0.4,0.8,0.34,0.94,0.52
triplea.csv,0.62,0.75,0.62,0.77,0.75,0.69,0.55,0.81,0.26,0.75,0.58,0.65,0.35,0.67,0.36,0.97,0.43,0.88,0.46
xamj.csv,0.61,0.6,0.65,0.72,0.79,0.88,0.68,0.85,0.33,0.78,0.74,0.85,0.31,0.76,0.38,0.7,0.31,0.6,0.63
