,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.44,0.38,0.36,0.33,0.32,0.33,0.44,0.34,0.53,0.4,0.39,0.37,0.39,0.55,0.47,0.29,0.7,0.41,0.41
bzbyte.csv,0.0,0.0,0.43,0.5,0.96,0.34,0.42,0.0,0.0,0.39,0.53,0.41,0.0,0.37,0.45,0.34,0.46,0.35,0.0
chrysalis.csv,0.49,0.37,0.67,0.42,0.43,0.48,0.53,0.4,0.45,0.41,0.73,0.52,0.47,0.59,0.42,0.8,0.46,0.34,0.52
dspace-gsoc.csv,0.46,0.38,0.39,0.55,0.38,0.41,0.38,0.41,0.46,0.41,0.39,0.46,0.36,0.38,0.5,0.29,0.67,0.4,0.49
fbmanager.csv,0.42,0.32,0.45,0.37,0.36,0.49,0.39,0.33,0.42,0.83,0.32,0.35,0.37,0.38,0.56,0.69,0.72,0.33,0.46
fityk.csv,0.47,0.32,0.39,0.43,0.39,0.46,0.48,0.38,0.45,0.46,0.38,0.39,0.36,0.37,0.44,0.89,0.75,0.33,0.53
fleet-simulator.csv,0.43,0.31,0.41,0.33,0.35,0.42,0.31,0.33,0.44,0.39,0.3,0.35,0.34,0.37,0.4,0.29,0.59,0.33,0.47
freenet.csv,0.7,0.35,0.56,0.49,0.43,0.59,0.32,0.35,0.48,0.67,0.3,0.58,0.39,0.47,0.55,0.64,0.56,0.36,0.52
google-caja.csv,0.37,0.27,0.35,0.33,0.32,0.29,0.33,0.35,0.42,0.36,0.29,0.34,0.32,0.32,0.38,0.27,0.39,0.31,0.45
k3b.csv,0.43,0.32,0.43,0.41,0.38,0.38,0.39,0.34,0.45,0.49,0.31,0.38,0.41,0.35,0.59,0.41,0.46,0.35,0.54
mediaportal.csv,0.84,0.6,0.5,0.48,0.68,0.74,0.73,0.81,0.74,0.8,0.56,0.92,0.57,0.89,0.67,0.86,0.9,0.56,0.81
myfaces.csv,0.44,0.56,0.69,0.4,0.5,0.43,0.53,0.79,0.56,0.52,0.56,0.47,0.52,0.44,0.68,0.32,0.83,0.44,0.48
onotoa.csv,0.6,0.71,0.94,0.57,0.85,0.43,0.91,0.96,0.52,0.67,0.47,0.75,0.98,0.5,0.57,0.76,0.98,0.42,0.69
paintown.csv,0.43,0.38,0.41,0.4,0.44,0.44,0.33,0.36,0.44,0.44,0.33,0.49,0.38,0.33,0.49,0.35,0.48,0.47,0.47
poormans.csv,0.89,0.43,0.92,0.42,0.41,0.68,0.38,0.83,0.51,0.92,0.53,0.9,0.38,0.8,0.46,0.5,0.86,0.39,0.83
sqlpower-library.csv,0.44,0.3,0.4,0.46,0.37,0.34,0.31,0.38,0.48,0.39,0.32,0.35,0.37,0.34,0.46,0.37,0.52,0.32,0.51
triplea.csv,0.45,0.44,0.42,0.4,0.36,0.47,0.46,0.34,0.42,0.43,0.53,0.48,0.38,0.45,0.45,0.29,0.64,0.35,0.52
xamj.csv,0.45,0.39,0.46,0.44,0.35,0.35,0.35,0.35,0.44,0.44,0.33,0.34,0.38,0.39,0.44,0.48,0.54,0.48,0.5
