,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.59,0.79,0.56,0.81,0.46,0.55,0.76,1.0,0.68,0.77,0.29,0.64,0.72,0.81,0.73,0.86,0.83
bionote.csv,0.73,0.86,0.78,0.8,0.54,0.78,0.74,0.6,0.69,0.81,0.77,0.68,0.19,0.61,0.66,0.88,0.85
bullet.csv,0.96,0.68,0.53,0.78,0.57,0.33,0.53,0.8,0.94,0.65,0.68,0.85,0.93,0.67,0.84,0.64,0.66
dxengine.csv,1.0,0.59,0.86,0.85,0.44,1.17,0.62,0.75,0.95,0.58,0.68,0.48,0.9,0.98,0.82,0.81,0.78
emono.csv,0.72,0.64,0.55,0.79,0.81,1.01,0.92,0.58,0.87,0.75,0.86,0.96,0.93,0.79,0.77,1.01,0.54
findbugs.csv,0.52,0.45,0.63,0.73,0.69,0.71,0.79,0.48,0.49,0.53,0.95,0.74,0.7,0.57,0.54,1.0,0.54
hazelcast.csv,0.44,0.53,0.7,0.91,0.68,0.09,0.6,0.6,0.6,0.95,0.52,0.63,0.67,0.62,0.81,0.19,0.89
jedit.csv,0.38,0.41,0.91,0.97,0.57,1.0,0.64,0.62,0.73,0.94,0.81,0.58,0.85,0.48,0.88,0.05,0.92
jmonkeyengine.csv,0.93,0.69,0.89,0.76,0.77,1.05,0.79,0.73,0.51,0.77,0.93,1.0,0.56,0.9,0.76,1.17,0.99
kolmafia.csv,0.77,0.58,0.61,0.91,0.5,0.39,0.55,0.83,0.84,0.9,0.86,0.76,0.68,0.39,0.87,0.48,0.91
lamp.csv,0.49,0.42,0.57,0.7,0.51,0.33,0.54,0.67,0.71,0.73,0.53,0.65,0.4,1.0,0.78,0.59,1.0
lcfizvtop.csv,0.69,0.6,0.67,0.5,0.59,0.6,0.54,0.57,0.69,0.78,0.77,0.4,0.53,0.63,0.72,0.59,0.71
onotoa.csv,0.79,0.88,0.77,0.73,0.93,1.02,0.93,0.6,0.78,0.6,0.9,0.87,0.89,0.85,0.66,1.05,0.52
openintents.csv,0.75,0.98,0.8,0.41,0.88,0.43,0.71,0.82,0.94,0.78,0.81,0.92,0.87,0.82,0.86,1.08,0.76
qlc.csv,0.61,0.67,0.51,0.79,0.73,0.42,0.55,0.45,0.61,0.8,0.77,0.87,0.28,0.58,0.7,0.52,0.61
triplea.csv,0.75,0.62,0.42,1.0,0.71,0.6,0.59,0.58,0.8,0.75,0.64,0.54,0.92,0.86,0.83,0.16,0.74
