,f1,g,recall,precision,pf,wins
apertium.csv,0.4,0.51,0.45,0.57,0.25,6
bionote.csv,0.36,0.38,0.34,0.48,0.23,3
bullet.csv,0.56,0.46,0.63,0.44,0.38,9
dxengine.csv,0.27,0.37,0.33,0.46,0.29,1
emono.csv,0.56,0.53,0.78,0.41,0.69,5
findbugs.csv,0.56,0.58,0.62,0.5,0.46,13
hazelcast.csv,0.59,0.63,0.79,0.47,0.52,15
jedit.csv,0.59,0.54,0.82,0.45,0.62,12
jmonkeyengine.csv,0.33,0.39,0.6,0.4,0.69,0
kolmafia.csv,0.59,0.56,0.8,0.48,0.71,10
lamp.csv,0.59,0.57,0.65,0.5,0.47,14
lcfizvtop.csv,0.48,0.46,0.41,0.55,0.21,7
onotoa.csv,0.38,0.42,0.61,0.42,0.58,2
openintents.csv,0.52,0.45,0.62,0.44,0.65,4
qlc.csv,0.52,0.54,0.5,0.43,0.29,8
triplea.csv,0.58,0.63,0.84,0.41,0.69,11
