,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.87,0.21,0.59,0.83,0.59,0.45,0.24,0.0,0.61,0.27,0.84,0.36,0.62,0.87,0.36,0.14,0.21
bionote.csv,0.8,0.14,0.22,0.52,0.52,0.22,0.34,0.67,0.33,0.23,0.24,0.36,1.0,0.51,0.39,0.12,0.16
bullet.csv,1.0,0.43,0.62,0.83,0.78,0.67,0.63,0.22,1.0,0.41,0.36,0.18,0.88,0.64,0.64,0.36,0.52
dxengine.csv,0.0,0.57,0.16,0.61,0.67,0.15,0.55,0.33,0.06,0.62,0.6,0.55,0.12,0.02,0.21,0.19,0.39
emono.csv,0.8,0.57,0.84,0.7,0.41,0.85,0.82,0.89,0.78,0.69,0.68,0.09,0.38,0.81,0.86,0.84,0.71
findbugs.csv,0.62,0.64,0.44,0.78,0.52,0.87,0.81,0.72,0.83,0.57,0.24,0.55,0.62,0.57,0.64,0.91,0.5
hazelcast.csv,0.84,0.79,0.78,0.96,0.89,0.91,0.72,0.67,0.61,0.84,0.56,0.45,0.88,0.89,0.61,0.81,0.68
jedit.csv,0.7,0.71,0.88,0.96,0.85,1.0,0.84,0.67,0.61,0.96,0.96,0.55,0.75,0.66,0.82,0.95,0.81
jmonkeyengine.csv,0.08,0.64,0.25,0.43,0.89,0.22,0.66,0.83,0.5,0.65,0.6,0.82,0.75,0.11,0.29,0.4,0.84
kolmafia.csv,0.89,0.5,0.69,0.96,0.78,0.62,0.82,0.89,0.94,0.8,1.0,0.73,0.88,0.7,0.61,0.52,0.89
lamp.csv,0.84,0.64,0.62,0.65,0.81,0.85,0.67,0.78,0.56,0.62,0.52,0.45,0.88,1.0,0.64,0.41,1.0
lcfizvtop.csv,0.31,0.93,0.34,0.7,0.67,0.4,0.48,0.67,0.33,0.41,0.24,0.73,0.5,0.79,0.39,0.41,0.32
onotoa.csv,0.7,0.14,0.28,0.7,0.22,0.8,0.79,0.61,0.56,0.68,0.6,0.27,0.62,0.23,0.68,0.67,0.56
openintents.csv,0.64,1.0,0.56,0.7,0.37,0.69,0.58,0.44,0.94,0.41,0.32,0.73,0.62,0.72,0.75,0.6,0.48
qlc.csv,0.41,0.43,0.5,0.78,0.41,0.58,0.66,0.67,0.44,0.59,0.24,0.18,0.88,0.72,0.57,0.48,0.44
triplea.csv,0.9,0.79,0.69,1.0,0.89,0.96,0.84,0.67,0.83,0.7,1.0,0.64,1.0,0.85,0.93,0.84,0.72
