,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.33,0.91,0.37,0.29,0.59,0.4,0.88,0.88,0.33,0.58,0.54,0.89,0.38,0.32,0.5,0.88,0.93
bionote.csv,0.37,0.88,0.88,0.36,0.5,0.92,0.47,0.42,0.73,0.81,0.92,0.6,0.56,0.45,0.61,0.86,0.84
bullet.csv,0.35,0.54,0.39,0.3,0.42,0.32,0.4,0.88,0.37,0.47,0.57,0.77,0.36,0.4,0.31,0.52,0.54
dxengine.csv,0.5,0.49,0.89,0.38,0.48,0.94,0.43,0.51,0.75,0.55,0.64,0.62,0.91,0.0,0.94,0.91,0.61
emono.csv,0.42,0.65,0.37,0.35,0.64,0.46,0.42,0.57,0.41,0.47,0.48,0.69,0.49,0.41,0.4,0.38,0.55
findbugs.csv,0.48,0.64,0.5,0.34,0.51,0.38,0.4,0.48,0.55,0.47,0.59,0.44,0.5,0.45,0.56,0.33,0.57
hazelcast.csv,0.33,0.35,0.28,0.27,0.36,0.32,0.34,0.36,0.32,0.3,0.43,0.45,0.37,0.3,0.31,0.32,0.42
jedit.csv,0.41,0.44,0.3,0.28,0.39,0.4,0.32,0.36,0.33,0.36,0.42,0.48,0.4,0.41,0.35,0.33,0.43
jmonkeyengine.csv,0.93,0.4,0.72,0.52,0.43,0.95,0.46,0.42,0.8,0.51,0.48,0.39,0.53,0.88,0.8,0.58,0.44
kolmafia.csv,0.34,0.53,0.3,0.27,0.39,0.37,0.32,0.4,0.36,0.33,0.4,0.48,0.38,0.37,0.33,0.4,0.44
lamp.csv,0.35,0.62,0.38,0.34,0.41,0.36,0.35,0.4,0.34,0.43,0.69,0.5,0.44,0.35,0.33,0.42,0.43
lcfizvtop.csv,0.91,0.36,0.57,0.34,0.56,0.41,0.46,0.38,0.6,0.42,0.85,0.64,0.54,0.32,0.43,0.42,0.54
onotoa.csv,0.45,0.96,0.8,0.34,0.69,0.44,0.46,0.7,0.55,0.45,0.52,0.62,0.47,0.84,0.49,0.45,0.65
openintents.csv,0.41,0.41,0.41,0.44,0.71,0.41,0.61,0.7,0.38,0.5,0.64,0.46,0.41,0.45,0.31,0.44,0.77
qlc.csv,0.6,0.47,0.5,0.28,0.52,0.34,0.42,0.49,0.48,0.33,0.79,0.62,0.5,0.33,0.37,0.43,0.51
triplea.csv,0.33,0.37,0.43,0.27,0.37,0.39,0.32,0.48,0.35,0.4,0.42,0.46,0.39,0.36,0.33,0.35,0.47
