,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.45,0.51,0.37,0.72,0.49,0.82,0.56,0.44,0.44,0.54,0.8,0.56,0.34
freewrl.csv,0.38,0.44,0.4,0.39,0.41,0.35,0.41,0.41,0.34,0.44,0.41,0.61,0.34
fulguro.csv,0.78,0.97,0.0,0.48,0.81,0.36,0.75,0.84,0.36,0.51,0.52,0.64,0.0
google-web-toolkit.csv,0.46,0.93,0.7,0.44,0.69,0.39,0.5,0.44,0.39,0.46,0.5,0.78,0.38
jcache.csv,0.38,0.46,0.5,0.42,0.41,0.35,0.39,0.42,0.35,0.74,0.41,0.42,0.37
jstock.csv,0.39,0.93,0.94,0.9,0.47,0.36,0.57,0.41,0.57,0.85,0.5,0.44,0.71
mimosa.csv,0.47,0.45,0.46,0.56,0.44,0.38,0.44,0.43,0.36,0.52,0.48,0.45,0.46
miranda.csv,0.62,0.57,0.89,0.67,0.67,0.0,0.95,0.76,0.0,0.78,0.58,0.45,0.38
ns-3-dev-def-routing.csv,0.71,0.48,0.45,0.46,0.61,0.8,0.63,0.59,0.86,0.67,0.8,0.52,0.41
ossbuild.csv,0.58,0.6,0.99,0.76,0.61,0.38,0.56,0.62,0.83,0.93,0.73,0.46,0.49
qtractor.csv,0.5,0.5,0.42,0.53,0.43,0.5,0.48,0.47,0.62,0.55,0.42,0.42,0.38
quarkplayer.csv,0.83,0.85,0.58,0.79,0.88,0.0,0.99,0.74,0.83,0.91,0.87,0.94,0.98
synergyspace.csv,0.89,0.65,0.72,0.65,0.61,0.71,0.53,0.76,0.48,0.69,0.72,0.51,0.98
