,recall,precision,pf,pci_20,ifa,wins
alleg.csv,0.45,0.4,0.41,0.51,1.0,4
freewrl.csv,0.73,0.44,0.63,0.41,1.0,5
fulguro.csv,0.4,0.35,0.42,0.52,3.0,0
google-web-toolkit.csv,0.56,0.5,0.4,0.46,1.0,9
jcache.csv,0.85,0.53,0.71,0.41,2.0,7
jstock.csv,0.5,0.57,0.21,0.57,2.0,10
mimosa.csv,0.82,0.54,0.79,0.45,2.0,6
miranda.csv,0.19,0.36,0.12,0.62,4.0,1
ns-3-dev-def-routing.csv,0.62,0.46,0.59,0.61,2.0,8
ossbuild.csv,0.62,0.57,0.39,0.61,2.0,11
qtractor.csv,0.74,0.53,0.43,0.48,1.0,12
quarkplayer.csv,0.26,0.31,0.29,0.85,3.0,2
synergyspace.csv,0.46,0.41,0.5,0.69,3.0,3
