,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.0,49.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
galaxium.csv,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
jython.csv,0.0,1.0,0.0,4.0,7.0,0.0,2.0,2.0,33.0
ninject.csv,0.0,49.0,2.0,4.0,2.0,0.0,9.0,2.0,0.0
ondex.csv,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,18.0
opentibia.csv,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,11.0
power-architect.csv,0.0,1.0,1.0,4.0,7.0,0.0,2.0,6.0,25.0
unbvision.csv,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,9.0
x-ray-mule.csv,2.0,0.0,4.0,5.0,7.0,0.0,2.0,0.0,37.0
