,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.15,0.0,0.2,0.17,0.67,0.55,0.31,1.0,0.44
galaxium.csv,0.24,0.11,0.15,0.29,0.96,0.35,0.28,0.88,0.44
jython.csv,0.83,0.77,1.0,0.4,0.28,0.76,0.27,0.87,0.16
ninject.csv,0.19,0.0,0.13,0.11,0.54,0.51,0.19,0.95,1.0
ondex.csv,0.24,0.06,0.56,0.11,0.19,0.31,0.98,0.44,0.07
opentibia.csv,1.0,0.71,0.23,0.41,0.39,0.85,0.27,0.75,0.24
power-architect.csv,0.84,0.56,0.23,0.43,0.45,1.0,0.26,0.72,0.16
unbvision.csv,0.59,0.64,0.63,0.93,0.28,0.33,0.36,0.62,0.13
x-ray-mule.csv,0.46,0.97,0.18,0.3,0.28,0.49,0.24,0.54,0.05
