,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.71,0.63,0.91,0.73,0.87,0.65,0.81,0.67,0.08,0.83,0.92,0.83,0.57,0.62,0.72,0.88
customsagetv.csv,0.81,0.91,0.81,0.86,1.0,0.95,0.98,1.0,0.79,0.91,0.94,0.95,0.87,1.0,0.78,0.02
fluidium.csv,0.85,0.75,0.93,0.64,0.81,0.73,0.93,0.79,0.99,0.79,0.85,0.88,0.71,0.0,0.8,0.71
guineu.csv,0.08,0.91,0.91,0.64,0.58,0.97,0.96,0.62,0.76,0.94,0.95,0.92,0.8,1.01,0.9,0.4
inkscape.csv,0.88,0.69,0.93,0.59,0.74,0.61,0.02,0.71,0.77,0.58,0.84,0.64,0.92,0.73,0.84,1.0
mpqc.csv,0.82,0.82,0.81,0.6,0.81,0.1,1.0,0.85,0.97,0.91,0.68,0.98,0.95,0.87,0.8,0.74
nsis.csv,0.75,0.91,1.0,1.0,0.93,0.92,0.94,0.64,0.9,0.94,0.0,1.0,0.78,0.86,0.72,0.76
octave.csv,0.65,0.72,0.78,0.46,0.14,0.9,0.9,0.63,0.68,0.88,0.95,0.89,0.82,1.0,0.85,0.54
owfs.csv,0.9,0.9,1.01,0.0,0.64,0.97,0.98,0.77,0.81,0.94,0.78,0.98,0.77,0.96,0.92,1.01
owlib.csv,0.57,0.08,1.0,0.87,0.98,0.73,0.77,0.81,0.79,0.8,0.74,1.1,0.66,0.74,0.65,0.59
pamguard.csv,0.79,0.88,0.91,0.97,0.78,0.51,0.84,0.72,0.59,0.81,0.81,0.8,0.64,0.79,0.03,1.06
prelude.csv,0.9,0.87,0.02,0.74,0.91,0.74,0.85,1.02,0.73,0.88,0.87,0.64,0.81,0.79,0.75,0.76
robocode.csv,0.43,0.65,0.82,0.6,0.63,0.92,0.81,0.04,0.65,0.57,0.92,0.89,0.58,0.74,0.72,0.57
uwom-server.csv,0.63,0.88,1.0,0.73,1.0,0.9,0.74,0.89,0.99,0.09,0.98,0.95,0.88,0.92,0.81,0.63
zengine.csv,0.99,0.98,1.0,1.0,0.51,0.83,0.85,0.64,0.44,0.91,0.81,0.0,0.91,0.88,0.94,0.87
zildo.csv,0.49,0.61,0.58,0.5,0.92,0.92,0.7,0.74,0.71,0.67,0.95,0.74,0.05,0.61,0.67,0.95
