,f1,g,recall,precision,pf,wins
all-plasm.csv,0.43,0.42,0.38,0.55,0.3,5
gamestone.csv,0.22,0.18,0.15,0.42,0.15,2
gbif-providertoolkit.csv,0.52,0.42,0.43,0.47,0.47,4
growl-for-windows.csv,0.18,0.15,0.12,0.31,0.04,1
gss.csv,0.56,0.51,0.82,0.4,0.77,8
heekscad.csv,0.56,0.64,0.65,0.46,0.48,12
igarden.csv,0.49,0.5,0.5,0.54,0.21,11
levent.csv,0.22,0.13,0.12,0.19,0.0,0
openmsx.csv,0.54,0.46,0.73,0.42,0.61,9
pnotepad.csv,0.52,0.45,0.86,0.43,0.74,7
quark.csv,0.34,0.29,0.25,0.67,0.07,6
tango-cs.csv,0.54,0.57,0.66,0.45,0.63,10
xcsoar.csv,0.44,0.45,0.44,0.42,0.4,3
