,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.34,0.0,0.38,0.19,0.29,0.22,0.76,0.09,0.69,0.42,0.6,0.5,0.47
gamestone.csv,0.1,0.88,0.14,0.39,0.21,0.0,0.24,0.15,0.0,0.06,0.23,0.14,0.4
gbif-providertoolkit.csv,0.56,0.0,0.32,0.65,0.79,0.78,0.43,0.4,0.31,0.42,0.57,0.61,0.22
growl-for-windows.csv,0.52,0.12,0.0,0.0,0.79,0.27,1.0,0.0,0.0,0.0,0.8,0.72,0.0
gss.csv,0.7,0.88,0.91,0.9,0.86,0.61,0.95,0.69,1.0,0.65,0.73,0.64,0.82
heekscad.csv,0.79,0.75,0.64,0.65,0.79,0.53,0.57,0.54,1.0,0.83,0.5,0.5,0.84
igarden.csv,0.45,0.38,0.5,0.61,0.57,0.55,0.86,0.2,0.85,0.31,0.4,0.19,0.58
levent.csv,0.21,0.12,0.0,0.0,0.79,0.67,1.0,0.0,0.0,0.0,0.7,0.47,0.0
openmsx.csv,0.88,1.0,0.45,0.94,0.64,0.73,0.95,0.51,0.31,0.56,0.73,0.81,0.18
pnotepad.csv,0.61,0.88,0.88,1.0,0.86,0.63,0.81,0.52,1.0,0.9,0.7,0.47,0.98
quark.csv,0.42,0.25,0.36,0.1,0.29,0.04,0.38,0.11,0.85,0.21,0.13,0.03,0.33
tango-cs.csv,0.81,0.62,0.66,0.74,0.93,0.65,0.43,0.69,1.0,0.69,0.63,0.47,0.64
xcsoar.csv,0.65,0.25,0.68,0.68,0.64,0.35,0.43,0.43,1.0,0.21,0.4,0.81,0.44
