,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.38,0.0,0.42,0.22,0.33,0.26,0.75,0.11,0.7,0.46,0.55,0.54,0.49
gamestone.csv,0.12,0.87,0.17,0.42,0.24,0.0,0.27,0.18,0.0,0.07,0.27,0.17,0.41
gbif-providertoolkit.csv,0.5,0.0,0.36,0.61,0.78,0.67,0.48,0.42,0.34,0.42,0.19,0.64,0.26
growl-for-windows.csv,0.57,0.15,0.0,0.0,0.75,0.31,0.27,0.0,0.0,0.0,0.5,0.74,0.0
gss.csv,0.69,0.83,0.68,0.45,0.44,0.56,0.0,0.49,0.0,0.68,0.74,0.41,0.51
heekscad.csv,0.78,0.75,0.65,0.62,0.64,0.53,0.54,0.54,0.67,0.68,0.55,0.49,0.66
igarden.csv,0.5,0.43,0.54,0.62,0.6,0.58,0.6,0.24,0.78,0.36,0.45,0.23,0.5
levent.csv,0.25,0.15,0.0,0.0,0.6,0.68,0.13,0.0,0.0,0.0,0.71,0.49,0.0
openmsx.csv,0.37,0.36,0.46,0.37,0.63,0.62,0.27,0.54,0.35,0.48,0.65,0.53,0.21
pnotepad.csv,0.64,0.71,0.59,0.13,0.34,0.6,0.13,0.43,0.0,0.92,0.68,0.41,0.45
quark.csv,0.47,0.29,0.41,0.12,0.34,0.05,0.43,0.13,0.83,0.25,0.16,0.04,0.36
tango-cs.csv,0.57,0.62,0.57,0.59,0.57,0.59,0.46,0.57,0.09,0.55,0.57,0.48,0.64
xcsoar.csv,0.68,0.29,0.7,0.63,0.66,0.39,0.44,0.45,0.0,0.25,0.43,0.72,0.46
