,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.43,0.49,0.71,0.4,0.34,0.29,0.78,0.49,0.46
jicarilla.csv,0.67,0.0,0.79,0.0,0.0,0.0,0.75,0.48,0.97
optalgtoolkit.csv,0.44,0.49,0.63,0.39,0.51,0.48,0.4,0.33,0.48
oscarmcmaster.csv,0.49,0.59,0.64,0.46,0.35,0.38,0.85,0.42,0.5
ossim.csv,0.93,0.76,0.57,0.61,0.67,0.47,0.51,0.31,0.53
projectts.csv,0.75,0.94,0.5,0.53,0.53,0.34,0.63,0.0,0.61
sabbu.csv,0.47,0.51,0.89,0.48,0.54,0.75,0.52,0.83,0.51
vxl.csv,0.48,0.69,0.75,0.74,0.42,0.53,0.93,0.75,0.52
zact.csv,0.67,0.92,0.92,0.79,0.78,0.0,0.59,0.84,0.83
