,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.26,0.32,0.28,0.86,0.16,0.24,0.34
flexpay.csv,0.39,0.79,0.93,0.57,0.52,0.56,0.55
modellus.csv,0.3,0.25,0.38,0.14,0.65,0.93,0.3
open-data-kit.csv,0.51,0.54,0.46,0.52,0.55,0.57,0.93
phet.csv,0.96,0.32,0.42,0.24,0.19,0.17,0.47
qtractor.csv,0.2,0.96,0.37,0.67,0.39,0.45,0.39
sumatrapdf.csv,0.61,0.86,0.76,0.81,0.97,0.64,0.59
