,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.81,0.74,0.8,0.14,0.84,0.81,0.79
flexpay.csv,0.72,0.9,0.07,0.69,1.03,0.78,0.89
modellus.csv,0.77,0.79,0.69,0.86,0.64,0.07,0.74
open-data-kit.csv,0.69,0.62,0.76,0.75,0.72,0.7,0.07
phet.csv,0.04,0.8,0.79,0.86,0.88,0.92,0.86
qtractor.csv,0.88,0.04,0.72,0.52,0.7,0.57,0.64
sumatrapdf.csv,0.74,0.68,0.79,0.88,0.03,0.59,0.74
