,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.3,0.36,0.32,0.88,0.19,0.28,0.37
flexpay.csv,0.42,0.37,0.94,0.55,0.27,0.5,0.43
modellus.csv,0.34,0.29,0.42,0.17,0.6,0.94,0.34
open-data-kit.csv,0.51,0.55,0.46,0.5,0.52,0.54,0.94
phet.csv,0.97,0.35,0.43,0.27,0.22,0.2,0.43
qtractor.csv,0.23,0.97,0.4,0.65,0.42,0.5,0.43
sumatrapdf.csv,0.54,0.65,0.53,0.41,0.98,0.61,0.54
