,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.09,0.05,0.82,0.55,0.46,0.01
flylinkdc.csv,0.61,0.52,0.78,0.79,0.35,0.01
ltp.csv,0.35,0.44,0.79,0.68,0.33,0.0
pfaedit.csv,0.56,0.52,0.28,0.79,0.39,0.01
powerfolder-.csv,0.55,0.62,0.27,0.16,0.29,0.01
qtwin.csv,0.0,0.43,0.0,0.0,0.12,0.05
