,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.89,0.92,0.34,0.56,0.47,0.99
flylinkdc.csv,0.52,0.48,0.45,0.36,0.39,0.5
ltp.csv,0.65,0.41,0.49,0.38,0.69,0.61
pfaedit.csv,0.55,0.38,0.91,0.36,0.41,0.51
powerfolder-.csv,0.53,0.47,0.72,0.86,0.38,0.5
qtwin.csv,0.67,0.54,0.0,0.0,0.67,1.0
