,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.95,0.98,0.93,0.62,0.41,0.84
flylinkdc.csv,0.37,0.52,0.49,0.38,0.6,0.72
ltp.csv,0.7,0.69,0.46,0.8,0.58,1.1
pfaedit.csv,0.43,0.54,0.84,0.35,0.49,0.38
powerfolder-.csv,0.47,0.38,0.87,0.91,0.68,0.45
qtwin.csv,1.0,0.61,1.0,1.0,0.93,0.09
