,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,0.73,1.0,0.17,0.06,0.71,0.04,0.44,0.6,0.71,0.18,0.7,0.42,0.64,0.04,0.12
fleet-simulator.csv,1.0,0.89,1.0,1.0,0.94,0.44,1.0,0.88,0.8,0.4,1.0,0.96,0.79,0.98,0.83,0.9
geogebra.csv,0.5,0.24,1.0,0.07,0.56,0.03,0.76,0.4,0.4,0.54,0.39,0.3,0.36,0.65,0.0,0.38
gtad.csv,1.0,0.14,1.0,0.09,0.5,0.26,0.56,0.4,0.0,0.46,0.12,0.24,0.37,0.34,0.04,0.45
hibernate.csv,1.0,0.14,0.0,0.17,0.5,0.77,0.68,0.44,1.0,0.97,0.45,0.19,0.52,0.55,0.29,0.45
ipfire-wall.csv,0.5,0.22,0.0,0.16,0.94,0.05,0.72,0.44,0.6,0.4,0.15,0.37,0.32,0.48,0.12,0.57
irplus.csv,1.0,0.32,1.0,0.31,0.61,0.55,0.72,0.56,0.8,0.63,0.55,0.44,0.63,0.49,0.46,0.62
mumble.csv,0.5,0.54,0.0,0.19,0.06,0.32,0.72,0.56,0.2,0.27,0.64,0.98,0.47,0.51,0.62,0.33
ondex.csv,0.5,0.03,0.0,0.11,0.78,0.42,0.68,0.36,0.4,0.12,0.55,0.24,0.37,0.44,0.12,0.52
powerfolder.csv,0.5,0.27,0.0,0.12,0.67,0.57,0.76,0.32,1.0,0.43,0.18,0.37,0.42,0.39,0.38,0.52
projectts.csv,0.5,0.68,1.0,0.06,0.61,0.35,0.72,0.44,0.2,0.25,0.39,0.41,0.37,0.32,0.12,0.6
quantlib.csv,0.0,0.0,0.0,0.81,0.0,0.18,0.0,0.04,0.0,0.95,1.0,0.15,1.0,1.0,0.67,0.0
smartgwt.csv,1.0,0.65,1.0,0.74,0.83,0.64,0.84,0.24,1.0,0.74,0.52,0.07,0.47,0.43,0.71,0.95
tweetsharp.csv,0.5,0.65,1.0,0.38,0.61,0.78,0.76,0.48,0.2,0.2,0.64,0.11,0.7,0.42,0.25,0.74
wxlua.csv,0.5,0.7,0.0,0.84,0.56,0.61,0.36,0.16,1.0,0.35,0.33,0.04,0.06,0.18,0.67,0.88
