,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,97.5,191.0,196.0,96.5,98.5,2676.0,1884.5,178.0,362.0,198.0,99.0,196.5,270.5,271.5,393.5,99.0,4573.5
avisynth2.csv,97.5,37.5,47.5,155.0,79.5,2797.0,306.0,56.0,0.0,98.5,88.5,197.5,97.5,0.0,139.0,95.5,288.5
bigdata.csv,68.5,98.5,196.0,92.5,96.5,1909.0,1052.5,79.5,645.5,95.5,196.0,197.5,97.5,168.0,74.5,99.0,4213.0
dsworkbench.csv,97.5,190.0,285.5,98.5,98.5,2110.0,1245.5,3126.0,1150.0,99.0,99.0,193.5,292.0,271.5,171.0,99.0,3793.0
foursquared.csv,97.5,98.5,275.0,98.5,98.5,694.0,614.0,154.5,179.0,196.5,54.5,181.0,87.5,184.0,170.0,98.5,110.0
geotools.csv,97.5,98.5,196.0,194.0,98.5,1628.5,533.0,441.5,549.0,197.5,196.0,197.5,97.5,187.0,390.5,99.0,4516.0
gephex.csv,97.5,291.5,196.0,98.5,98.5,1729.5,2132.5,2904.5,548.0,198.0,99.0,196.5,177.0,772.5,99.0,99.0,3608.5
jgossipforum.csv,59.0,98.5,187.0,275.5,664.0,574.0,122.5,340.0,367.0,97.5,196.0,293.5,97.5,281.5,229.5,93.5,2479.0
madman.csv,97.5,98.5,97.5,92.5,333.0,2890.5,52.0,4235.0,184.0,293.0,97.5,192.0,97.5,184.0,291.5,96.5,446.0
pokenetonline.csv,97.5,98.5,97.5,98.5,98.5,2312.5,1833.0,4365.5,645.5,198.0,99.0,197.5,457.5,867.0,99.0,99.0,4726.0
qmmp.csv,97.5,98.5,196.0,194.0,98.5,7061.5,1143.0,263.0,456.5,198.0,97.5,197.5,362.0,188.0,288.5,99.0,2938.5
rcp-company-uibindings.csv,97.5,98.5,97.5,92.5,98.5,385.5,808.0,600.5,459.5,198.0,99.0,197.5,457.5,287.5,193.5,99.0,1495.0
simplewebservices.csv,97.5,98.5,97.5,98.5,98.5,2794.0,1588.0,4284.5,272.5,198.0,99.0,197.5,97.5,867.0,392.5,99.0,3772.5
t-2.csv,190.0,98.5,196.0,179.0,98.5,163.0,628.0,360.5,548.0,98.5,196.0,98.5,97.5,1044.0,70.0,99.0,811.0
wsmt.csv,187.0,55.0,673.0,180.0,509.0,6088.5,0.0,7.5,38.5,2501.0,96.5,197.5,97.5,0.0,131.5,97.5,2410.0
yarp0.csv,97.5,189.0,97.5,98.5,1052.0,869.0,799.0,4464.5,463.5,198.0,95.5,197.5,368.0,772.5,99.0,99.0,1572.5
