,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.13,0.2,0.3,0.8,0.67,0.0,1.0
foursquared.csv,0.25,0.25,0.0,0.74,0.0,0.0,1.0
ifmo-game-1.csv,0.29,0.0,0.07,0.5,0.0,0.0,0.43
jmule.csv,0.1,0.2,0.07,0.4,0.29,0.02,0.84
micomt.csv,0.09,0.1,0.04,0.36,0.5,0.01,0.43
voms.csv,0.12,0.44,0.05,0.56,0.55,0.01,1.0
